"FB_ID","Ingredient_ID","Weight"
27410210,11093,10.0
27410210,2047,0.32
27410210,14411,9.0
27410220,13893,15.0
27410220,82101000,2.1
27410220,11179,10.0
27410220,11061,10.0
27410220,14411,15.0
27410220,2047,0.4
27410250,82101000,14.0
27410250,9160,31.0
27410250,16123,15.938
27410250,2047,7.5
27410250,11297,3.75
27410250,11165,1.0
27410250,11215,2.813
27410250,11283,750.0
27410250,75122000,238.0
27410250,99997515,144.0
27410250,13893,907.2
27411100,13893,15.0
27411100,11549,30.0
27411100,11131,10.0
27411100,11093,10.0
27411100,82101000,3.0
27411100,2047,0.1
27411120,23348,680.4
27411120,20081,31.25
27411120,2047,6.0
27411120,82101000,28.0
27411120,14411,237.0
27411120,99997510,20.0
27411120,11531,453.6
27411120,99997555,60.0
27411120,99997310,55.0
27411150,13865,511.0
27411150,99997310,81.0
27411150,11143,40.0
27411150,11546,32.0
27411150,10879,60.0
27411150,20081,44.0
27411150,2047,4.0
27411200,13893,15.0
27411200,11549,30.0
27411200,11179,10.0
27411200,11061,10.0
27411200,82101000,3.5
27411200,2047,0.16
27411200,14411,5.0
27414100,13893,15.0
27414100,6043,30.0
27414100,11100000,10.0
27414100,11131,10.0
27414100,11093,10.0
27414100,82101000,2.0
27414200,13893,15.0
27414200,6043,30.0
27414200,11100000,10.0
27414200,11179,10.0
27414200,11061,10.0
27414200,82101000,2.0
27414200,2047,0.04
27415100,13893,340.2
27415100,82101000,56.0
27415100,11215,16.875
27415100,11216,6.0
27415100,11283,125.0
27415100,11291,48.0
27415100,16123,31.875
27415100,6008,120.0
27415100,11125,155.2
27415100,99997220,156.0
27415110,23612,340.2
27415110,2048,15.0
27415110,19335,4.167
27415110,14411,14.813
27415110,20027,8.0
27415110,16123,63.75
27415110,11090,453.6
27415110,11215,6.0
27415110,82101000,74.659
27415120,13893,151.185
27415120,16127,226.8
27415120,82101000,56.0
27415120,11215,16.875
27415120,11216,6.0
27415120,11283,125.0
27415120,11291,48.0
27415120,16123,31.875
27415120,6008,120.0
27415120,11125,155.2
27415120,99997220,156.0
27415130,36603,100.0
27415140,36603,100.0
27415150,23348,335.0
27415150,36624,680.4
27415170,13893,453.6
27415170,16123,10.625
27415170,11215,9.0
27415170,11216,4.0
27415170,82101000,42.0
27415170,16390,73.0
27415170,11979,3.0
27415170,99997525,73.0
27415170,11291,36.0
27415170,14411,180.0
27415170,6176,18.0
27415170,6175,17.5
27415170,2048,10.0
27415170,4058,9.333
27415170,20027,4.0
27415200,13893,340.2
27415200,82101000,56.0
27415200,11215,16.875
27415200,11216,6.0
27415200,11283,125.0
27415200,11291,48.0
27415200,16123,31.875
27415200,6008,120.0
27415200,11334,136.0
27415200,99997545,83.0
27415200,99997515,51.995
27415220,13893,151.185
27415220,16127,226.8
27415220,82101000,56.0
27415220,11215,16.875
27415220,11216,6.0
27415220,11283,125.0
27415220,11291,48.0
27415220,16123,31.875
27415220,6008,120.0
27415220,11334,136.0
27415220,99997545,83.0
27415220,99997515,51.995
27416100,23105,93.3
27416100,11669,150.0
27416100,14411,118.5
27416100,11104,118.0
27416100,11124,110.0
27416100,11028,151.0
27416100,11518,140.0
27416100,16123,84.715
27416100,19335,37.5
27416100,82101000,4.667
27416150,13893,340.2
27416150,82101000,56.0
27416150,11215,16.875
27416150,11216,6.0
27416150,11283,125.0
27416150,11291,48.0
27416150,16123,31.875
27416150,6008,120.0
27416150,11334,272.0
27416200,21500100,453.6
27416200,11283,52.5
27416200,1129,50.0
27416200,2047,6.0
27416250,23602,268.0
27416250,11143,120.0
27416250,4025,110.0
27416250,11945,30.625
27416250,2047,1.5
27416300,23580,21.75
27416300,1009,10.594
27416300,11252,6.875
27416300,11529,11.25
27416300,6972,17.063
27416400,23394,635.04
27416400,11282,220.0
27416400,75115000,453.6
27416400,11291,180.0
27416400,11028,262.0
27416400,1123,300.0
27416400,11043,226.8
27416400,16123,127.2
27416400,19335,25.0
27416400,6475,122.0
27416400,4001,25.625
27416450,13893,15.0
27416450,6119,30.0
27416450,11131,10.0
27416450,11093,10.0
27416450,82101000,2.5
27416450,2047,0.18
27416500,13893,15.0
27416500,6119,30.0
27416500,11179,10.0
27416500,11061,10.0
27416500,82101000,2.5
27416500,2047,0.2
27418410,13864,606.0
27418410,11215,6.0
27418410,2047,15.0
27418410,2048,15.0
27418410,2030,2.1
27418410,11282,220.0
27418410,4518,74.592
27420010,10935,55.0
27420010,10917,15.0
27420010,10922,15.0
27420010,10928,15.0
27420010,99997530,200.0
27420020,10153,280.0
27420020,11945,30.625
27420020,2047,1.5
27420020,11143,120.0
27420020,4025,110.0
27420040,11439,35.5
27420040,25210110,57.0
27420060,10027,15.0
27420060,11131,10.0
27420060,11093,10.0
27420060,14411,7.0
27420060,82101000,1.5
27420060,2047,0.3
27420080,72118211,87.0
27420080,89901002,13.0
27420080,2047,0.2
27420100,10027,151.185
27420100,82101000,56.0
27420100,16123,31.875
27420100,11125,155.2
27420100,11291,48.0
27420100,11283,125.0
27420100,16127,226.8
27420100,11215,16.875
27420100,11216,6.0
27420100,6008,120.0
27420100,99997220,156.0
27420110,4518,14.0
27420110,10027,226.8
27420110,14411,118.5
27420110,11124,110.0
27420110,11104,177.0
27420110,11028,227.0
27420110,11282,110.0
27420110,75219100,72.0
27420110,11291,96.0
27420110,2047,4.5
27420120,6008,120.0
27420120,10027,340.2
27420120,82101000,56.0
27420120,11215,16.875
27420120,11216,6.0
27420120,11283,125.0
27420120,16123,31.875
27420120,11291,48.0
27420150,10027,453.6
27420150,16123,10.625
27420150,11215,9.0
27420150,11216,4.0
27420150,82101000,42.0
27420150,16390,73.0
27420150,11979,3.0
27420150,99997525,73.0
27420150,11291,36.0
27420150,14411,180.0
27420150,6176,18.0
27420150,6175,17.5
27420150,2048,10.0
27420150,4058,9.333
27420150,20027,4.0
27420160,10060,226.8
27420160,11116,140.0
27420160,11291,50.0
27420160,11043,104.0
27420160,11028,75.0
27420160,11215,11.25
27420160,16123,63.75
27420160,2047,6.0
27420160,19335,4.167
27420160,20027,2.667
27420160,82101000,56.0
27420160,1123,150.0
27420160,11216,6.0
27420160,4058,4.667
27420170,10027,340.2
27420170,82101000,56.0
27420170,11215,16.875
27420170,11216,6.0
27420170,11291,48.0
27420170,16123,31.875
27420170,6008,120.0
27420170,11283,420.0
27420200,10070,226.8
27420200,11109,15.0
27420200,15149,21.0
27420200,75115000,18.0
27420200,11590,27.0
27420200,11291,15.0
27420200,16123,5.3
27420200,2047,3.0
27420200,82101000,4.667
27420250,10136,15.0
27420250,82101000,2.75
27420250,11131,10.0
27420250,11093,10.0
27420250,2047,0.4
27420250,14411,15.0
27420270,10136,15.0
27420270,82101000,2.5
27420270,11179,10.0
27420270,11061,10.0
27420270,2047,0.4
27420270,14411,15.0
27420350,10027,15.0
27420350,11179,10.0
27420350,11061,10.0
27420350,14411,12.0
27420350,82101000,1.75
27420350,2047,0.36
27420370,10027,151.185
27420370,16127,226.8
27420370,11334,136.0
27420370,99997545,83.0
27420370,11283,125.0
27420370,99997515,51.995
27420370,11215,16.875
27420370,11216,6.0
27420370,6008,120.0
27420370,16123,31.875
27420370,11291,48.0
27420370,82101000,56.0
27420390,10027,335.0
27420390,36624,680.4
27420400,10027,15.0
27420400,11549,30.0
27420400,11131,10.0
27420400,11093,10.0
27420400,82101000,3.0
27420400,2047,0.1
27420410,10027,15.0
27420410,11549,30.0
27420410,11179,10.0
27420410,11061,10.0
27420410,82101000,3.0
27420410,2047,0.12
27420450,7064,15.0
27420450,11549,30.0
27420450,11131,10.0
27420450,11093,10.0
27420450,82101000,1.0
27420450,2047,0.4
27420460,7064,15.0
27420460,11549,30.0
27420460,11179,10.0
27420460,11061,10.0
27420460,82101000,1.0
27420460,2047,0.4
27420470,7089,453.6
27420470,11334,146.0
27420500,10027,340.2
27420500,11125,155.2
27420500,99997220,156.0
27420500,11283,125.0
27420500,11215,16.875
27420500,11216,6.0
27420500,6008,120.0
27420500,16123,31.875
27420500,11291,48.0
27420500,82101000,56.0
27420510,10027,340.2
27420510,11334,136.0
27420510,99997545,83.0
27420510,11283,125.0
27420510,99997515,51.995
27420510,11215,16.875
27420510,11216,6.0
27420510,6008,120.0
27420510,16123,31.875
27420510,11291,48.0
27420510,82101000,56.0
27420520,82101000,14.0
27420520,9160,31.0
27420520,16123,15.938
27420520,2047,7.5
27420520,11297,3.75
27420520,11165,1.0
27420520,11215,2.813
27420520,11283,750.0
27420520,75122000,238.0
27420520,99997515,144.0
27420520,10027,907.2
27430610,82101000,14.0
27430610,9160,31.0
27430610,16123,15.938
27430610,2047,7.5
27430610,11297,3.75
27430610,11165,1.0
27430610,11215,2.813
27430610,11283,750.0
27430610,75122000,238.0
27430610,99997515,144.0
27430610,17002,907.2
27440110,24102070,15.0
27440110,11131,10.0
27440110,82101000,2.5
27440110,11093,10.0
27440110,2047,0.3
27440110,14411,10.0
27440120,24102070,15.0
27440120,82101000,3.0
27440120,2047,0.36
27440120,11179,10.0
27440120,11061,10.0
27440120,14411,15.0
27440130,82101000,14.0
27440130,9160,31.0
27440130,16123,15.938
27440130,2047,7.5
27440130,11297,3.75
27440130,11165,1.0
27440130,11215,2.813
27440130,11283,750.0
27440130,75122000,238.0
27440130,99997515,144.0
27440130,24102070,907.2
27441120,24102070,2880.0
27441120,82101000,54.5
27441120,11282,320.0
27441120,11333,476.0
27441120,11143,240.0
27441120,11531,1814.4
27441120,11549,907.2
27441120,2047,12.0
27441120,2030,4.2
27442110,24102070,15.0
27442110,6119,30.0
27442110,11131,10.0
27442110,11093,10.0
27442110,82101000,3.0
27442110,2047,0.16
27442120,24102070,15.0
27442120,6119,30.0
27442120,11179,10.0
27442120,11061,10.0
27442120,82101000,3.0
27442120,2047,0.18
27443110,24102070,135.0
27443110,1125,17.0
27443110,20081,23.438
27443110,11125,77.6
27443110,11943,12.0
27443110,6194,40.08
27443110,11100000,122.0
27443110,1050,120.0
27443110,81102010,42.0
27443110,2047,3.0
27443120,24102070,135.0
27443120,1125,17.0
27443120,20081,23.438
27443120,11264,78.0
27443120,11943,12.0
27443120,6194,40.08
27443120,1151,122.5
27443120,1050,120.0
27443120,81102010,42.0
27443120,2047,3.0
27443150,24102070,563.0
27443150,81102010,21.0
27443150,20081,11.7
27443150,1050,45.0
27443150,11100000,45.75
27443150,1032,75.0
27443150,1040,27.0
27443150,1123,50.0
27443150,11093,568.0
27443150,6194,90.0
27445110,36626,100.0
27445120,24102070,340.2
27445120,82101000,56.0
27445120,11215,16.875
27445120,11216,6.0
27445120,11283,125.0
27445120,11291,48.0
27445120,16123,31.875
27445120,6194,120.0
27445120,11334,136.0
27445120,99997545,83.0
27445120,99997515,51.995
27445125,24102070,15.0
27445125,11549,30.0
27445125,11131,10.0
27445125,11093,10.0
27445125,82101000,4.0
27445125,2047,0.1
27445130,24102070,15.0
27445130,11549,30.0
27445130,11179,10.0
27445130,11061,10.0
27445130,82101000,4.0
27445130,2047,0.12
27445150,36618,100.0
27445180,5062,302.415
27445180,11093,312.0
27445180,11590,227.0
27445180,11028,227.0
27445180,75115000,411.075
27445180,82101000,28.0
27445180,11215,5.625
27445180,19335,12.5
27445180,16123,15.938
27445180,6176,18.0
27445180,14429,15.0
27445180,6172,120.0
27445180,5314,151.185
27445220,36619,100.0
27445250,24102070,453.6
27445250,16123,10.625
27445250,11215,9.0
27445250,11216,4.0
27445250,82101000,42.0
27445250,12063,69.0
27445250,11979,3.0
27445250,99997525,73.0
27445250,11291,36.0
27445250,14411,180.0
27445250,6176,18.0
27445250,6175,17.5
27445250,2048,10.0
27445250,4058,9.333
27445250,20027,4.0
27446100,24102070,337.5
27446100,36624,680.4
27446200,24102070,270.0
27446200,11143,120.0
27446200,4025,110.0
27446200,11945,30.625
27446200,2047,1.5
27446205,24102070,270.0
27446205,11143,120.0
27446205,4025,110.0
27446205,63123000,92.0
27446205,12061,35.5
27446205,11945,30.625
27446205,2047,1.5
27446220,24102070,270.0
27446220,11143,120.0
27446220,4025,110.0
27446220,1129,50.0
27446220,11945,30.625
27446220,2047,1.5
27446225,24102070,270.0
27446225,11143,120.0
27446225,11945,30.625
27446225,2047,1.5
27446225,4641,120.0
27446230,24102070,270.0
27446230,11143,120.0
27446230,11945,30.625
27446230,2047,1.5
27446230,4018,117.5
27446235,24102070,270.0
27446235,11143,120.0
27446235,11945,30.625
27446235,2047,1.5
27446235,4641,120.0
27446240,24102070,270.0
27446240,11143,120.0
27446240,11945,30.625
27446240,2047,1.5
27446240,4639,120.0
27446245,24102070,270.0
27446245,11143,120.0
27446245,11945,30.625
27446245,2047,1.5
27446245,42116,122.5
27446250,24102070,270.0
27446250,11143,120.0
27446250,11945,30.625
27446250,2047,1.5
27446250,4114,117.5
27446255,24102070,270.0
27446255,11143,120.0
27446255,11945,30.625
27446255,2047,1.5
27446255,4021,120.0
27446260,24102070,270.0
27446260,11143,120.0
27446260,11945,30.625
27446260,2047,1.5
27446260,42193,128.0
27446300,75114000,70.0
27446300,11143,12.0
27446300,11124,12.2
27446300,24122171,67.5
27446300,11205,10.4
27446300,11529,18.0
27446300,11282,11.5
27446310,75114000,70.0
27446310,11143,12.0
27446310,24122171,67.5
27446310,11333,9.2
27446310,11205,10.4
27446310,75115000,7.0
27446310,11282,11.5
27446315,75114000,110.0
27446315,5000,67.5
27446315,11529,18.0
27446315,1009,28.0
27446315,10862,10.0
27446315,11124,12.0
27446315,11205,12.0
27446315,11143,12.0
27446315,11282,12.0
27446320,75114000,110.0
27446320,21229,54.0
27446320,11529,18.0
27446320,1009,14.0
27446320,10862,10.0
27446320,11205,12.0
27446320,11143,12.0
27446320,11124,12.0
27446320,11282,12.0
27446330,75114000,110.0
27446330,5000,70.0
27446330,1009,28.0
27446330,11529,18.0
27446330,11124,12.0
27446330,11205,12.0
27446330,11143,12.0
27446330,11282,12.0
27446332,75114000,110.0
27446332,21229,54.0
27446332,1009,28.0
27446332,11529,45.0
27446332,11124,28.0
27446350,75114000,70.0
27446350,24122171,67.5
27446350,9218,48.75
27446350,12061,11.5
27446350,20113,14.0
27446355,75114000,137.5
27446355,9218,76.0
27446355,20113,14.0
27446355,5000,97.0
27446355,42101110,21.0
27446360,75114000,165.0
27446360,5000,70.0
27446360,11529,50.0
27446360,1032,10.0
27446360,2047,0.8
27446362,75114000,165.0
27446362,21229,90.0
27446362,11529,50.0
27446362,1032,10.0
27446400,24102070,15.0
27446400,1164,30.0
27446400,11131,10.0
27446400,11093,10.0
27446400,2047,0.16
27446400,14411,15.0
27446410,24102070,15.0
27446410,1164,30.0
27446410,11179,10.0
27446410,11061,10.0
27446410,14411,15.0
27446410,2047,0.2
27448020,24102070,522.0
27448020,2048,30.0
27448020,10153,113.4
27448020,82104000,112.0
27448020,11549,128.5
27448020,11283,105.0
27448020,9195,66.5
27448020,2047,6.0
27448020,11334,146.0
27448020,11165,6.0
27448020,2027,1.5
27448020,2054,2.867
27448030,24102070,522.0
27448030,82104000,28.0
27448030,2047,6.0
27450010,15140,270.0
27450010,11143,120.0
27450010,9152,31.0
27450010,4025,110.0
27450010,2047,1.5
27450020,15148,290.0
27450020,9152,31.0
27450020,11143,120.0
27450020,4025,110.0
27450020,2047,1.5
27450030,15084,300.0
27450030,4025,110.0
27450030,11143,120.0
27450030,11945,30.625
27450030,2047,1.5
27450040,15151,363.0
27450040,36624,680.4
27450060,15121,276.0
27450060,11143,120.0
27450060,4025,110.0
27450060,11945,30.625
27450060,2047,1.5
27450061,15121,276.0
27450061,11143,120.0
27450061,11945,30.625
27450061,2047,1.5
27450061,4641,120.0
27450062,15121,276.0
27450062,11143,120.0
27450062,11945,30.625
27450062,2047,1.5
27450062,4018,117.5
27450063,15121,276.0
27450063,11143,120.0
27450063,11945,30.625
27450063,2047,1.5
27450063,4641,120.0
27450064,15121,276.0
27450064,11143,120.0
27450064,11945,30.625
27450064,2047,1.5
27450064,4639,120.0
27450065,15121,276.0
27450065,11143,120.0
27450065,11945,30.625
27450065,2047,1.5
27450065,42157,132.0
27450066,15121,276.0
27450066,11143,120.0
27450066,11945,30.625
27450066,2047,1.5
27450066,4114,117.5
27450067,15121,276.0
27450067,11143,120.0
27450067,11945,30.625
27450067,2047,1.5
27450067,4021,120.0
27450068,15121,276.0
27450068,11143,120.0
27450068,11945,30.625
27450068,2047,1.5
27450068,42193,128.0
27450070,15152,270.0
27450070,11143,120.0
27450070,9152,31.0
27450070,2047,1.5
27450070,4025,110.0
27450080,15141,90.005
27450080,15152,90.005
27450080,15148,96.672
27450080,4025,110.0
27450080,2047,1.5
27450080,9152,31.0
27450080,11143,120.0
27450090,15121,276.0
27450090,11143,120.0
27450090,4025,110.0
27450090,11945,30.625
27450090,2047,1.5
27450090,1009,56.7
27450100,15121,276.0
27450100,11143,120.0
27450100,4025,110.0
27450100,11945,30.625
27450100,2047,1.5
27450100,1129,50.0
27450110,75114000,70.0
27450110,15152,67.5
27450110,11143,12.0
27450110,11124,12.2
27450110,11529,18.0
27450110,1129,34.0
27450110,11205,10.4
27450110,11282,11.5
27450120,75114000,70.0
27450120,15152,67.5
27450120,11143,12.0
27450120,1129,34.0
27450120,11205,10.4
27450120,11333,9.2
27450120,75115000,7.0
27450120,11282,11.5
27450130,15138,252.0
27450130,11143,120.0
27450130,9152,31.0
27450130,4025,110.0
27450130,2047,1.5
27450150,16127,113.4
27450150,15151,113.4
27450150,11477,99.248
27450150,11052,99.338
27450150,11507,99.338
27450150,75115000,99.338
27450150,11333,99.338
27450150,11090,99.338
27450150,11135,99.338
27450150,11282,99.338
27450150,1125,51.0
27450150,14429,474.0
27450150,82101000,201.0
27450180,75114000,70.0
27450180,15152,33.75
27450180,15141,33.75
27450180,11205,10.4
27450180,11143,12.0
27450180,75115000,7.0
27450180,11282,11.5
27450180,11333,9.2
27450190,75114000,70.0
27450190,15152,33.75
27450190,15141,33.75
27450190,11205,10.4
27450190,11529,18.0
27450190,11124,12.2
27450190,11143,12.0
27450190,11282,11.5
27450200,75114000,70.0
27450200,15152,33.75
27450200,15141,33.75
27450200,11205,10.4
27450200,11333,9.2
27450200,1129,34.0
27450200,11143,12.0
27450200,75115000,7.0
27450200,11282,11.5
27450210,75114000,70.0
27450210,15152,33.75
27450210,15141,33.75
27450210,11124,12.2
27450210,11529,18.0
27450210,11205,10.4
27450210,1129,34.0
27450210,11282,11.5
27450210,11143,12.0
27450250,15167,42.0
27450250,10862,6.0
27450250,11464,36.0
27450250,11282,5.0
27450250,2047,0.4
27450250,18079,7.0
27450250,1001,4.0
27450310,15084,453.6
27450310,11529,615.0
27450310,11282,110.0
27450310,11291,120.0
27450400,15151,15.0
27450400,11131,10.0
27450400,11093,10.0
27450400,82101000,2.6
27450400,14411,5.0
27450405,15151,15.0
27450405,82101000,2.5
27450405,11179,10.0
27450405,11061,10.0
27450405,14411,6.0
27450410,15151,340.2
27450410,82101000,56.0
27450410,11215,16.875
27450410,11216,6.0
27450410,11283,125.0
27450410,11291,48.0
27450410,16123,31.875
27450410,6174,122.0
27450410,11125,155.2
27450410,99997220,156.0
27450420,15151,340.2
27450420,82101000,56.0
27450420,11215,16.875
27450420,11216,6.0
27450420,11283,125.0
27450420,11291,48.0
27450420,16123,31.875
27450420,6174,122.0
27450420,11334,136.0
27450420,99997545,83.0
27450420,99997515,51.995
27450430,82101000,14.0
27450430,9160,31.0
27450430,16123,15.938
27450430,2047,7.5
27450430,11297,3.75
27450430,11165,1.0
27450430,11215,2.813
27450430,11283,750.0
27450430,75122000,238.0
27450430,99997515,144.0
27450430,15151,907.2
27450450,15151,680.4
27450450,11282,40.0
27450450,11333,37.2
27450450,81102010,56.0
27450450,20081,23.438
27450450,11531,480.0
27450470,15151,453.6
27450470,16123,10.625
27450470,11215,9.0
27450470,11216,4.0
27450470,82101000,42.0
27450470,16390,73.0
27450470,11979,3.0
27450470,99997525,73.0
27450470,11291,36.0
27450470,14411,180.0
27450470,6176,18.0
27450470,6175,17.5
27450470,2048,10.0
27450470,4058,9.333
27450470,20027,4.0
27450510,15121,340.2
27450510,6043,303.0
27450510,11100000,122.0
27450510,18079,54.0
27450510,1001,28.0
27450510,99997515,117.0
27450510,11334,34.0
27450510,11283,52.5
27450600,15151,170.1
27450600,15160,170.1
27450600,82101000,56.0
27450600,11215,16.875
27450600,11216,6.0
27450600,11283,125.0
27450600,11291,48.0
27450600,16123,31.875
27450600,6174,122.0
27450600,11125,155.2
27450600,99997220,156.0
27450610,15151,170.1
27450610,15160,170.1
27450610,82101000,56.0
27450610,11215,16.875
27450610,11216,6.0
27450610,11283,125.0
27450610,11291,48.0
27450610,16123,31.875
27450610,6174,122.0
27450610,11334,136.0
27450610,99997545,83.0
27450610,99997515,51.995
27450650,15151,7.5
27450650,15160,7.5
27450650,6043,30.0
27450650,11100000,10.0
27450650,11131,10.0
27450650,11093,10.0
27450650,82101000,3.0
27450660,15151,7.5
27450660,15160,7.5
27450660,6043,30.0
27450660,11100000,10.0
27450660,11179,10.0
27450660,11061,10.0
27450660,82101000,3.0
27450700,15016,15.0
27450700,11549,30.0
27450700,11131,10.0
27450700,11093,10.0
27450700,82101000,4.5
27450700,2047,0.1
27450710,15016,15.0
27450710,11549,30.0
27450710,11179,10.0
27450710,11061,10.0
27450710,82101000,4.5
27450710,2047,0.12
27450740,15192,340.2
27450740,82101000,56.0
27450740,11215,16.875
27450740,11216,6.0
27450740,11283,125.0
27450740,11291,48.0
27450740,16123,31.875
27450740,6174,122.0
27450740,11125,155.2
27450740,99997220,156.0
27450750,15192,340.2
27450750,82101000,56.0
27450750,11215,16.875
27450750,11216,6.0
27450750,11283,125.0
27450750,11291,48.0
27450750,16123,31.875
27450750,6174,122.0
27450750,11334,136.0
27450750,99997545,83.0
27450750,99997515,51.995
27450760,82101000,14.0
27450760,9160,31.0
27450760,16123,15.938
27450760,2047,7.5
27450760,11297,3.75
27450760,11165,1.0
27450760,11215,2.813
27450760,11283,750.0
27450760,75122000,238.0
27450760,99997515,144.0
27450760,15192,907.2
27451010,82104000,224.0
27451010,11282,680.4
27451010,14411,355.5
27451010,9195,69.6
27451010,11943,113.4
27451010,11549,453.6
27451010,2048,30.0
27451010,15020,1814.4
27451010,2047,36.0
27451010,2054,30.0
27451030,15147,340.2
27451030,11282,75.0
27451030,11333,30.0
27451030,11215,3.0
27451030,82104000,56.0
27451030,11529,60.0
27451030,2047,4.5
27451030,2030,0.525
27451030,11549,180.0
27451030,14553,60.0
27451060,15166,226.8
27451060,11282,110.0
27451060,2030,1.0
27451060,11529,123.0
27451060,82104000,42.0
27451060,2048,15.0
27451070,15017,198.0
27451070,11282,113.4
27451070,82104000,112.0
27451070,2048,60.0
27451070,11529,226.8
27451070,2047,6.0
27451070,9195,17.4
27460010,36624,680.4
27460010,24102070,337.5
27460100,10003,680.4
27460100,15028,680.4
27460100,2047,6.0
27460510,7072,113.0
27460510,7028,113.0
27460510,1029,113.0
27460510,1009,113.4
27460510,11125,312.0
27460510,11205,208.0
27460510,15002,113.4
27460510,9195,58.0
27460710,5028,42.0
27460710,11282,24.1
27460710,4542,12.8
27460710,1129,16.0
27460710,2047,2.5
27460750,13327,85.0
27460750,11283,52.5
27460750,2047,0.8
27460750,81102010,1.167
27462000,10099,453.6
27462000,11333,119.0
27462000,11529,123.0
27462000,11215,3.0
27462000,11549,64.25
27462000,82104000,42.0
27462000,11282,110.0
27462000,14411,118.5
27462000,11979,45.0
27463000,5024,317.52
27463000,81102010,42.0
27463000,11282,80.0
27463000,20081,7.813
27463000,11531,190.0
27463000,14553,120.0
27463000,2047,3.0
27463000,11297,2.533
27464000,24102070,363.0
27464000,10093,363.0
27464000,15149,170.0
27464000,82101000,42.0
27464000,11283,420.0
27464000,20081,31.25
27464000,6194,1440.0
27464000,11531,840.0
27464000,11281,200.0
27464000,2047,12.0
27464000,2030,1.067
27500050,27520220,50.0
27500050,42302015,50.0
27500300,27540070,100.0
27500400,27520510,70.0
27500400,27510130,15.0
27500400,27540130,15.0
27510100,18350,60.0
27510100,27111500,125.0
27510105,99995135,60.0
27510105,27111500,125.0
27510130,18350,60.0
27510130,27116200,120.0
27510135,99995135,60.0
27510135,27116200,120.0
27510140,18350,28.0
27510140,13317,20.0
27510140,99991400,10.0
27510140,2047,0.1
27510155,27510241,100.0
27510160,18350,52.0
27510160,13317,40.0
27510160,2047,0.2
27510160,99991400,21.0
27510170,18350,52.0
27510170,13317,40.0
27510170,14410110,15.0
27510170,11935,5.0
27510170,2046,5.0
27510170,11937,5.0
27510171,18350,52.0
27510171,13317,40.0
27510171,99991400,21.0
27510171,99998130,10.0
27510171,11252,8.0
27510171,11529,20.0
27510171,11937,7.0
27510172,21090,100.0
27510190,23563,40.0
27510190,99995135,52.0
27510190,1260,10.0
27510191,18350,28.0
27510191,13317,43.0
27510191,99991400,10.0
27510191,2047,0.2
27510195,18350,52.0
27510195,13317,65.0
27510195,99991400,21.0
27510195,2047,0.3
27510196,99995135,52.0
27510196,13317,65.0
27510196,99991400,21.0
27510196,2047,0.3
27510215,18350,60.0
27510215,13317,85.0
27510215,2047,0.4
27510215,99991400,21.0
27510229,21202,100.0
27510231,21397,100.0
27510232,21398,100.0
27510241,18350,60.0
27510241,13317,85.0
27510241,99991400,21.0
27510241,2047,0.4
27510242,99995135,60.0
27510242,13317,85.0
27510242,99991400,21.0
27510242,2047,0.4
27510245,18350,60.0
27510245,13317,115.0
27510245,99991400,32.0
27510245,2047,0.6
27510246,99995135,60.0
27510246,13317,115.0
27510246,99991400,32.0
27510246,2047,0.6
27510254,18350,52.0
27510254,13317,130.0
27510254,99991400,21.0
27510254,2047,0.7
27510255,99995135,52.0
27510255,13317,130.0
27510255,99991400,21.0
27510255,2047,0.7
27510257,18350,60.0
27510257,13317,170.0
27510257,99991400,42.0
27510257,2047,0.9
27510258,99995135,60.0
27510258,13317,170.0
27510258,99991400,42.0
27510258,2047,0.9
27510261,18350,60.0
27510261,13317,115.0
27510261,99991400,32.0
27510261,2047,0.6
27510262,18350,60.0
27510262,13317,230.0
27510262,99991400,42.0
27510262,2047,1.2
27510263,99995135,60.0
27510263,13317,230.0
27510263,99991400,42.0
27510263,2047,1.2
27510371,18350,52.0
27510371,13317,80.0
27510371,2047,0.4
27510371,99991400,21.0
27510386,18350,52.0
27510386,13317,80.0
27510386,14410110,30.0
27510386,11935,5.0
27510386,2046,5.0
27510386,11937,5.0
27510387,21395,100.0
27510388,21395,100.0
27510389,21400,100.0
27510401,18350,60.0
27510401,13317,170.0
27510401,2047,0.9
27510401,99991400,42.0
27510405,18350,60.0
27510405,13317,230.0
27510405,2047,1.2
27510405,99991400,42.0
27510501,18350,28.0
27510501,13317,20.0
27510501,2047,0.1
27510521,27510631,100.0
27510531,18350,52.0
27510531,13317,40.0
27510531,2047,0.2
27510551,18350,52.0
27510551,13317,40.0
27510551,11935,5.0
27510551,2046,5.0
27510551,11937,5.0
27510552,18350,52.0
27510552,13317,40.0
27510552,99998130,10.0
27510552,11252,8.0
27510552,11529,20.0
27510552,11937,7.0
27510553,21108,100.0
27510565,23563,40.0
27510565,99995135,52.0
27510573,18350,28.0
27510573,13317,43.0
27510573,2047,0.2
27510575,18350,52.0
27510575,13317,65.0
27510575,2047,0.3
27510576,99995135,52.0
27510576,13317,65.0
27510576,2047,0.3
27510601,18350,60.0
27510601,13317,85.0
27510601,2047,0.4
27510605,18350,60.0
27510605,13317,115.0
27510605,2047,0.6
27510615,21390,100.0
27510631,18350,60.0
27510631,13317,85.0
27510631,2047,0.4
27510632,99995135,60.0
27510632,13317,85.0
27510632,2047,0.4
27510635,18350,60.0
27510635,13317,115.0
27510635,2047,0.6
27510636,99995135,60.0
27510636,13317,115.0
27510636,2047,0.6
27510649,18350,52.0
27510649,13317,130.0
