"FB_ID","Description","Weight"
54408030,"1 rod",10.0
54408030,"1 pretzel, NS as to size",3.0
54408030,"1 small single serving bag",28.0
54408030,"1 medium single serving bag",57.0
54408030,"1 large single serving bag",85.0
54408030,"1 100 calorie package",25.0
54408030,"1 cup",40.0
54408030,"Quantity not specified",28.0
54408035,"1 miniature/bite size",1.5
54408035,"1-3 ring thin pretzel",3.0
54408035,"1-3 ring thick pretzel",17.0
54408035,"1 pretzel stick",1.0
54408035,"1 rod",10.0
54408035,"1 pretzel, NS as to size",3.0
54408035,"1 small single serving bag",28.0
54408035,"1 medium single serving bag",57.0
54408035,"1 large single serving bag",85.0
54408035,"1 100 calorie package",25.0
54408035,"1 cup",40.0
54408035,"Quantity not specified",28.0
54408070,"1 miniature/bite size",1.5
54408070,"1 pretzel stick",4.0
54408070,"1 rod",10.0
54408070,"1 pretzel, NS as to size",3.0
54408070,"1 small single serving bag",28.0
54408070,"1 medium single serving bag",57.0
54408070,"1 large single serving bag",85.0
54408070,"1 100 calorie package",25.0
54408070,"1 cup",40.0
54408070,"Quantity not specified",28.0
54408081,"1 pretzel stick",1.0
54408081,"1 pretzel, NS as to size",1.3
54408081,"1 small single serving bag",28.0
54408081,"1 medium single serving bag",57.0
54408081,"1 large single serving bag",85.0
54408081,"1 100 calorie package",25.0
54408081,"1 cup",40.0
54408081,"Quantity not specified",28.0
54408082,"1 pretzel stick",1.0
54408082,"1 pretzel, NS as to size",1.3
54408082,"1 small single serving bag",28.0
54408082,"1 medium single serving bag",57.0
54408082,"1 large single serving bag",85.0
54408082,"1 100 calorie package",25.0
54408082,"1 cup",40.0
54408082,"Quantity not specified",28.0
54408105,"1 pretzel chip/crisp/thin",2.7
54408105,"1 small single serving bag",28.0
54408105,"1 medium single serving bag",57.0
54408105,"1 large single serving bag",85.0
54408105,"1 100 calorie package",25.0
54408105,"1 cup",40.0
54408105,"Quantity not specified",28.0
54408110,"1 pretzel chip/crisp/thin",2.7
54408110,"1 small single serving bag",28.0
54408110,"1 medium single serving bag",57.0
54408110,"1 large single serving bag",85.0
54408110,"1 100 calorie package",25.0
54408110,"1 cup",40.0
54408110,"Quantity not specified",28.0
54408115,"1 pretzel chip/crisp/thin",2.7
54408115,"1 small single serving bag",28.0
54408115,"1 medium single serving bag",57.0
54408115,"1 large single serving bag",85.0
54408115,"1 100 calorie package",25.0
54408115,"1 cup",40.0
54408115,"Quantity not specified",28.0
54408190,"1 miniature/bite size",4.0
54408190,"1-3 ring thin pretzel",7.0
54408190,"1-3 ring thick pretzel",31.0
54408190,"1 pretzel stick",2.0
54408190,"1 rod",24.0
54408190,"1 pretzel, NS as to size",4.0
54408190,"1 small single serving bag",28.0
54408190,"1 medium single serving bag",57.0
54408190,"1 large single serving bag",85.0
54408190,"1 100 calorie package",25.0
54408190,"1 cup",86.0
54408190,"Quantity not specified",28.0
54408200,"1 miniature/bite size",4.0
54408200,"1-3 ring thin pretzel",7.0
54408200,"1-3 ring thick pretzel",31.0
54408200,"1 pretzel stick",2.0
54408200,"1 rod",24.0
54408200,"1 pretzel, NS as to size",4.0
54408200,"1 small single serving bag",28.0
54408200,"1 medium single serving bag",57.0
54408200,"1 large single serving bag",85.0
54408200,"1 100 calorie package",25.0
54408200,"1 cup",86.0
54408200,"Quantity not specified",28.0
54408210,"1 miniature/bite size",4.0
54408210,"1-3 ring thin pretzel",7.0
54408210,"1-3 ring thick pretzel",31.0
54408210,"1 pretzel stick",2.0
54408210,"1 rod",24.0
54408210,"1 pretzel, NS as to size",4.0
54408210,"1 small single serving bag",28.0
54408210,"1 medium single serving bag",57.0
54408210,"1 large single serving bag",85.0
54408210,"1 100 calorie package",25.0
54408210,"1 cup",86.0
54408210,"Quantity not specified",28.0
54408250,"1 miniature/bite size",4.0
54408250,"1-3 ring thin pretzel",7.0
54408250,"1-3 ring thick pretzel",31.0
54408250,"1 pretzel stick",2.0
54408250,"1 rod",24.0
54408250,"1 pretzel, NS as to size",4.0
54408250,"1 small single serving bag",28.0
54408250,"1 medium single serving bag",57.0
54408250,"1 large single serving bag",85.0
54408250,"1 100 calorie package",25.0
54408250,"1 cup",86.0
54408250,"Quantity not specified",28.0
54408260,"1 miniature/bite size",4.0
54408260,"1-3 ring thin pretzel",7.0
54408260,"1-3 ring thick pretzel",31.0
54408260,"1 pretzel stick",2.0
54408260,"1 rod",24.0
54408260,"1 pretzel, NS as to size",4.0
54408260,"1 small single serving bag",28.0
54408260,"1 medium single serving bag",57.0
54408260,"1 large single serving bag",85.0
54408260,"1 100 calorie package",25.0
54408260,"1 cup",86.0
54408260,"Quantity not specified",28.0
54408290,"1 miniature/bite size",3.0
54408290,"1 pretzel, NS as to size",3.0
54408290,"1 small single serving bag",28.0
54408290,"1 medium single serving bag",57.0
54408290,"1 large single serving bag",85.0
54408290,"1 100 calorie package",25.0
54408290,"1 cup",96.0
54408290,"Quantity not specified",28.0
54408300,"1 miniature/bite size",3.0
54408300,"1 pretzel, NS as to size",3.0
54408300,"1 small single serving bag",28.0
54408300,"1 medium single serving bag",57.0
54408300,"1 large single serving bag",85.0
54408300,"1 100 calorie package",25.0
54408300,"1 cup",96.0
54408300,"Quantity not specified",28.0
54408310,"1 miniature/bite size",3.0
54408310,"1 pretzel, NS as to size",3.0
54408310,"1 small single serving bag",28.0
54408310,"1 medium single serving bag",57.0
54408310,"1 large single serving bag",85.0
54408310,"1 100 calorie package",25.0
54408310,"1 cup",96.0
54408310,"Quantity not specified",28.0
54408400,"1 bite size/nugget",14.0
54408400,"1 small",62.0
54408400,"1 medium/regular",120.0
54408400,"1 large",143.0
54408400,"1 pretzel, NS as to size",120.0
54408400,"1 pretzel stick",21.0
54408400,"1 cup, nuggets",147.0
54408400,"Quantity not specified",120.0
54408405,"1 bite size/nugget",14.0
54408405,"1 small",62.0
54408405,"1 medium/regular",120.0
54408405,"1 large",143.0
54408405,"1 pretzel, NS as to size",120.0
54408405,"1 pretzel stick",21.0
54408405,"1 cup, nuggets",147.0
54408405,"Quantity not specified",120.0
54408410,"1 bite size/nugget",14.0
54408410,"1 small",62.0
54408410,"1 medium/regular",120.0
54408410,"1 large",143.0
54408410,"1 pretzel, NS as to size",120.0
54408410,"1 pretzel stick",21.0
54408410,"1 cup, nuggets",147.0
54408410,"Quantity not specified",120.0
54408411,"1 bite size/nugget",14.0
54408411,"1 small",62.0
54408411,"1 medium/regular",120.0
54408411,"1 large",143.0
54408411,"1 pretzel, NS as to size",120.0
54408411,"1 pretzel stick",21.0
54408411,"1 cup, nuggets",147.0
54408411,"Quantity not specified",120.0
54408415,"1 bite size/nugget",14.0
54408415,"1 small",62.0
54408415,"1 medium/regular",120.0
54408415,"1 large",143.0
54408415,"1 pretzel, NS as to size",120.0
54408415,"1 pretzel stick",21.0
54408415,"1 cup, nuggets",147.0
54408415,"Quantity not specified",120.0
54408416,"1 bite size/nugget",14.0
54408416,"1 small",62.0
54408416,"1 medium/regular",120.0
54408416,"1 large",143.0
54408416,"1 pretzel, NS as to size",120.0
54408416,"1 pretzel stick",21.0
54408416,"1 cup, nuggets",147.0
54408416,"Quantity not specified",120.0
54408420,"1 bite size/nugget",14.0
54408420,"1 small",74.0
54408420,"1 medium/regular",147.0
54408420,"1 large",175.0
54408420,"1 pretzel, NS as to size",147.0
54408420,"1 pretzel stick",25.0
54408420,"1 cup, nuggets",168.0
54408420,"Quantity not specified",147.0
54408422,"1 bite size/nugget",14.0
54408422,"1 small",65.0
54408422,"1 medium/regular",125.0
54408422,"1 large",149.0
54408422,"1 pretzel, NS as to size",125.0
54408422,"1 pretzel stick",25.0
54408422,"1 cup, nuggets",168.0
54408422,"Quantity not specified",125.0
54408430,"1 bite size/nugget",14.0
54408430,"1 small",74.0
54408430,"1 medium/regular",147.0
54408430,"1 large",175.0
54408430,"1 pretzel, NS as to size",147.0
54408430,"1 pretzel stick",25.0
54408430,"1 cup, nuggets",168.0
54408430,"Quantity not specified",147.0
54408432,"1 bite size/nugget",14.0
54408432,"1 small",74.0
54408432,"1 medium/regular",147.0
54408432,"1 large",175.0
54408432,"1 pretzel, NS as to size",147.0
54408432,"1 pretzel stick",25.0
54408432,"1 cup, nuggets",168.0
54408432,"Quantity not specified",147.0
54408450,"1 medium/regular",71.0
54408450,"1 pretzel, NS as to size",71.0
54408450,"1 bite size/nugget",14.0
54408450,"1 pretzel stick",21.0
54408450,"1 cup, nuggets",147.0
54408450,"Quantity not specified",71.0
54408455,"1 medium/regular",71.0
54408455,"1 pretzel, NS as to size",71.0
54408455,"1 bite size/nugget",14.0
54408455,"1 pretzel stick",21.0
54408455,"1 cup, nuggets",147.0
54408455,"Quantity not specified",71.0
54408456,"1 medium/regular",71.0
54408456,"1 pretzel, NS as to size",71.0
54408456,"1 bite size/nugget",14.0
54408456,"1 pretzel stick",21.0
54408456,"1 cup, nuggets",147.0
54408456,"Quantity not specified",71.0
54408460,"1 medium/regular",71.0
54408460,"1 pretzel, NS as to size",71.0
54408460,"1 bite size/nugget",14.0
54408460,"1 pretzel stick",25.0
54408460,"1 cup, nuggets",147.0
54408460,"Quantity not specified",71.0
54408462,"1 medium/regular",71.0
54408462,"1 pretzel, NS as to size",71.0
54408462,"1 bite size/nugget",14.0
54408462,"1 pretzel stick",21.0
54408462,"1 cup, nuggets",147.0
54408462,"Quantity not specified",71.0
54408465,"1 medium/regular",71.0
54408465,"1 pretzel, NS as to size",71.0
54408465,"1 bite size/nugget",14.0
54408465,"1 pretzel stick",25.0
54408465,"1 cup, nuggets",147.0
54408465,"Quantity not specified",71.0
54408466,"1 medium/regular",71.0
54408466,"1 pretzel, NS as to size",71.0
54408466,"1 bite size/nugget",14.0
54408466,"1 pretzel stick",25.0
54408466,"1 cup, nuggets",147.0
54408466,"Quantity not specified",71.0
54408470,"1 medium/regular",99.0
54408470,"1 pretzel, NS as to size",99.0
54408470,"1 bite size/nugget",14.0
54408470,"1 pretzel stick",25.0
54408470,"1 cup, nuggets",147.0
54408470,"Quantity not specified",99.0
54408475,"1 medium/regular",71.0
54408475,"1 pretzel, NS as to size",71.0
54408475,"1 bite size/nugget",14.0
54408475,"1 pretzel stick",21.0
54408475,"1 cup, nuggets",147.0
54408475,"Quantity not specified",71.0
54408480,"1 small",62.0
54408480,"1 medium/regular",120.0
54408480,"1 large",143.0
54408480,"1 bite size/nugget",14.0
54408480,"1 pretzel stick",21.0
54408480,"1 pretzel, NS as to size",120.0
54408480,"1 cup, nuggets",147.0
54408480,"Quantity not specified",120.0
54408485,"1 medium/regular",95.0
54408485,"1 pretzel, NS as to size",95.0
54408485,"1 bite size/nugget",14.0
54408485,"1 pretzel stick",21.0
54408485,"1 cup, nuggets",147.0
54408485,"Quantity not specified",95.0
54408486,"1 medium/regular",95.0
54408486,"1 pretzel, NS as to size",95.0
54408486,"1 bite size/nugget",14.0
54408486,"1 pretzel stick",21.0
54408486,"1 cup, nuggets",147.0
54408486,"Quantity not specified",95.0
54408487,"1 medium/regular",95.0
54408487,"1 pretzel, NS as to size",95.0
54408487,"1 bite size/nugget",14.0
54408487,"1 pretzel stick",21.0
54408487,"1 cup, nuggets",147.0
54408487,"Quantity not specified",95.0
54420210,"1 chip",2.0
54420210,"1 small single serving bag",28.0
54420210,"1 medium single serving bag",57.0
54420210,"1 large single serving bag",85.0
54420210,"1 100 calorie package",20.0
54420210,"1 cup",30.0
54420210,"Quantity not specified",30.0
54420220,"1 cup",60.0
54420220,"1 small single serving bag",28.0
54420220,"1 medium single serving bag",57.0
54420220,"1 large single serving bag",85.0
54420220,"1 100 calorie package",20.0
54420220,"Quantity not specified",60.0
54440010,"1 bagel chip",5.0
54440010,"1 miniature/bite size",2.0
54440010,"1 small or medium single serving bag",45.0
54440010,"1 large single serving bag",85.0
54440010,"1 cup, pieces",60.0
54440010,"Quantity not specified",18.0
54440020,"1 cracker chip",3.0
54440020,"1 cup, NFS",30.0
54440020,"Quantity not specified",18.0
55100005,"1 miniature/bite size pancake",10.0
55100005,"1 silver dollar pancake",20.0
55100005,"1 small pancake",20.0
55100005,"1 medium pancake",50.0
55100005,"1 large pancake",90.0
55100005,"1 extra large pancake",150.0
55100005,"1 surface inch",1.9
55100005,"Quantity not specified",100.0
55100010,"1 miniature/bite size pancake",10.0
55100010,"1 pancake",40.0
55100010,"1 pouch",80.0
55100010,"Quantity not specified",80.0
55100020,"1 miniature/bite size pancake",10.0
55100020,"1 pancake",40.0
55100020,"1 pouch",80.0
55100020,"Quantity not specified",80.0
55100025,"1 miniature/bite size pancake",10.0
55100025,"1 frozen pancake, NFS",40.0
55100025,"1 pouch",80.0
55100025,"Quantity not specified",80.0
55100030,"1 miniature/bite size pancake",10.0
55100030,"1 pancake",40.0
55100030,"1 pouch",80.0
55100030,"Quantity not specified",80.0
55100050,"1 miniature/bite size pancake",10.0
55100050,"1 silver dollar pancake",20.0
55100050,"1 small pancake",20.0
55100050,"1 medium pancake",50.0
55100050,"1 large pancake",90.0
55100050,"1 extra large pancake",150.0
55100050,"1 surface inch",1.9
55100050,"Quantity not specified",100.0
55100055,"1 miniature/bite size pancake",10.0
55100055,"1 silver dollar pancake",20.0
55100055,"1 small pancake",20.0
55100055,"1 medium pancake",50.0
55100055,"1 large pancake",90.0
55100055,"1 extra large pancake",150.0
55100055,"1 surface inch",1.9
55100055,"Quantity not specified",100.0
55100060,"1 miniature/bite size pancake",10.0
55100060,"1 silver dollar pancake",20.0
55100060,"1 small pancake",20.0
55100060,"1 medium pancake",50.0
55100060,"1 large pancake",90.0
55100060,"1 extra large pancake",150.0
55100060,"1 surface inch",1.9
55100060,"Quantity not specified",100.0
55100065,"1 miniature/bite size pancake",10.0
55100065,"1 silver dollar pancake",20.0
55100065,"1 small pancake",20.0
55100065,"1 medium pancake",50.0
55100065,"1 large pancake",90.0
55100065,"1 extra large pancake",150.0
55100065,"1 surface inch",1.9
55100065,"Quantity not specified",100.0
55100080,"1 miniature/bite size pancake",10.0
55100080,"1 pancake, any size",40.0
55100080,"1 surface inch",1.9
55100080,"Quantity not specified",80.0
55101000,"1 miniature/bite size pancake",10.0
55101000,"1 silver dollar pancake",20.0
55101000,"1 small pancake",20.0
55101000,"1 medium pancake",50.0
55101000,"1 large pancake",90.0
55101000,"1 extra large pancake",150.0
55101000,"1 surface inch",1.9
55101000,"Quantity not specified",100.0
55101015,"1 miniature/bite size pancake",10.0
55101015,"1 silver dollar pancake",20.0
55101015,"1 small pancake",20.0
55101015,"1 medium pancake",50.0
55101015,"1 large pancake",90.0
55101015,"1 extra large pancake",150.0
55101015,"1 surface inch",1.9
55101015,"Quantity not specified",100.0
55103000,"1 miniature/bite size pancake",10.0
55103000,"1 silver dollar pancake",20.0
55103000,"1 small pancake",20.0
55103000,"1 medium pancake",50.0
55103000,"1 large pancake",90.0
55103000,"1 extra large pancake",150.0
55103000,"1 surface inch",1.9
55103000,"Quantity not specified",100.0
55103020,"1 miniature/bite size pancake",10.0
55103020,"1 silver dollar pancake",20.0
55103020,"1 small pancake",20.0
55103020,"1 medium pancake",50.0
55103020,"1 large pancake",90.0
55103020,"1 extra large pancake",150.0
55103020,"1 surface inch",1.9
55103020,"Quantity not specified",100.0
55103100,"1 miniature/bite size pancake",10.0
55103100,"1 silver dollar pancake",20.0
55103100,"1 small pancake",20.0
55103100,"1 medium pancake",50.0
55103100,"1 large pancake",90.0
55103100,"1 extra large pancake",150.0
55103100,"1 surface inch",1.9
55103100,"Quantity not specified",100.0
55105200,"1 miniature/bite size pancake",10.0
55105200,"1 silver dollar pancake",20.0
55105200,"1 small pancake",20.0
55105200,"1 medium pancake",50.0
55105200,"1 large pancake",90.0
55105200,"1 extra large pancake",150.0
55105200,"1 surface inch",1.9
55105200,"Quantity not specified",100.0
55105205,"1 miniature/bite size pancake",10.0
55105205,"1 silver dollar pancake",20.0
55105205,"1 small pancake",20.0
55105205,"1 medium pancake",50.0
55105205,"1 large pancake",90.0
55105205,"1 extra large pancake",150.0
55105205,"1 surface inch",1.9
55105205,"Quantity not specified",100.0
55106000,"1 miniature/bite size pancake",10.0
55106000,"1 silver dollar pancake",20.0
55106000,"1 small pancake",20.0
55106000,"1 medium pancake",50.0
55106000,"1 large pancake",90.0
55106000,"1 extra large pancake",150.0
55106000,"1 surface inch",1.9
55106000,"Quantity not specified",100.0
55200010,"1 miniature/bite size waffle",10.0
55200010,"1 small waffle",40.0
55200010,"1 medium waffle",75.0
55200010,"1 large waffle",125.0
55200010,"1 thick / Belgian waffle",135.0
55200010,"1 surface inch",2.5
55200010,"1 surface inch, Belgian waffle",3.7
55200010,"Quantity not specified",75.0
55200020,"1 miniature/bite size waffle",10.0
55200020,"1 waffle",40.0
55200020,"1 thick / Belgian waffle",55.0
55200020,"1 pouch",65.0
55200020,"1 stick",35.0
55200020,"Quantity not specified",80.0
55200030,"1 miniature/bite size waffle",10.0
55200030,"1 waffle",40.0
55200030,"1 thick / Belgian waffle",55.0
55200030,"1 pouch",65.0
55200030,"1 stick",35.0
55200030,"Quantity not specified",80.0
55200040,"1 miniature/bite size waffle",10.0
55200040,"1 waffle",40.0
55200040,"1 thick / Belgian waffle",55.0
55200040,"1 pouch",65.0
55200040,"1 stick",35.0
55200040,"Quantity not specified",80.0
55200050,"1 miniature/bite size waffle",10.0
55200050,"1 waffle",40.0
55200050,"1 thick / Belgian waffle",55.0
55200050,"1 pouch",65.0
55200050,"1 stick",35.0
55200050,"Quantity not specified",80.0
55200060,"1 miniature/bite size waffle",10.0
55200060,"1 waffle",40.0
55200060,"1 thick / Belgian waffle",55.0
55200060,"1 pouch",65.0
55200060,"1 stick",35.0
55200060,"Quantity not specified",80.0
55200070,"1 miniature/bite size waffle",10.0
55200070,"1 waffle",40.0
55200070,"1 thick / Belgian waffle",55.0
55200070,"1 pouch",65.0
55200070,"1 stick",35.0
55200070,"Quantity not specified",80.0
55200080,"1 miniature/bite size waffle",10.0
55200080,"1 waffle",40.0
55200080,"1 thick / Belgian waffle",55.0
55200080,"1 pouch",65.0
55200080,"1 stick",35.0
55200080,"Quantity not specified",80.0
55200100,"1 miniature/bite size waffle",10.0
55200100,"1 small waffle",40.0
55200100,"1 medium waffle",75.0
55200100,"1 large waffle",125.0
55200100,"1 thick / Belgian waffle",135.0
55200100,"1 surface inch",2.5
55200100,"1 surface inch, Belgian waffle",3.7
55200100,"Quantity not specified",75.0
55200110,"1 miniature/bite size waffle",10.0
55200110,"1 small waffle",40.0
55200110,"1 medium waffle",75.0
55200110,"1 large waffle",125.0
55200110,"1 thick / Belgian waffle",135.0
55200110,"1 surface inch",2.5
55200110,"1 surface inch, Belgian waffle",3.7
55200110,"Quantity not specified",75.0
55200120,"1 miniature/bite size waffle",10.0
55200120,"1 small waffle",40.0
55200120,"1 medium waffle",75.0
55200120,"1 large waffle",125.0
55200120,"1 thick / Belgian waffle",135.0
55200120,"1 surface inch",2.5
55200120,"1 surface inch, Belgian waffle",3.7
55200120,"Quantity not specified",75.0
55200130,"1 miniature/bite size waffle",10.0
55200130,"1 small waffle",40.0
55200130,"1 medium waffle",75.0
55200130,"1 large waffle",125.0
55200130,"1 thick / Belgian waffle",135.0
55200130,"1 surface inch",2.5
55200130,"1 surface inch, Belgian waffle",3.7
55200130,"Quantity not specified",75.0
55200200,"1 waffle, any size",40.0
55200200,"1 surface inch",2.5
55200200,"1 surface inch, Belgian waffle",3.7
55200200,"Quantity not specified",80.0
55201000,"1 miniature/bite size waffle",10.0
55201000,"1 small waffle",40.0
55201000,"1 medium waffle",75.0
55201000,"1 large waffle",125.0
55201000,"1 thick / Belgian waffle",135.0
55201000,"1 surface inch",2.5
55201000,"1 surface inch, Belgian waffle",3.7
55201000,"Quantity not specified",75.0
55203000,"1 miniature/bite size waffle",10.0
55203000,"1 small waffle",40.0
55203000,"1 medium waffle",75.0
55203000,"1 large waffle",125.0
55203000,"1 thick / Belgian waffle",135.0
55203000,"1 surface inch",2.5
55203000,"1 surface inch, Belgian waffle",3.7
55203000,"Quantity not specified",75.0
55203600,"1 miniature/bite size waffle",10.0
55203600,"1 small waffle",40.0
55203600,"1 medium waffle",75.0
55203600,"1 large waffle",125.0
55203600,"1 thick / Belgian waffle",135.0
55203600,"1 surface inch",2.5
55203600,"1 surface inch, Belgian waffle",3.7
55203600,"Quantity not specified",75.0
55203700,"1 miniature/bite size waffle",10.0
55203700,"1 small waffle",40.0
55203700,"1 medium waffle",75.0
55203700,"1 large waffle",125.0
55203700,"1 thick / Belgian waffle",135.0
55203700,"1 surface inch",2.5
55203700,"1 surface inch, Belgian waffle",3.7
55203700,"Quantity not specified",75.0
55205000,"1 miniature/bite size waffle",10.0
55205000,"1 small waffle",40.0
55205000,"1 medium waffle",75.0
55205000,"1 large waffle",125.0
55205000,"1 thick / Belgian waffle",135.0
55205000,"1 surface inch",2.5
55205000,"1 surface inch, Belgian waffle",3.7
55205000,"Quantity not specified",75.0
55208000,"1 miniature/bite size waffle",10.0
55208000,"1 small waffle",40.0
55208000,"1 medium waffle",75.0
55208000,"1 large waffle",125.0
55208000,"1 thick / Belgian waffle",135.0
55208000,"1 surface inch",2.5
55208000,"1 surface inch, Belgian waffle",3.7
55208000,"Quantity not specified",75.0
55300010,"1 slice, any size",65.0
55300010,"Quantity not specified",60.0
55300020,"1 bite size",10.0
55300020,"1 slice, NFS",60.0
55300020,"Quantity not specified",60.0
55300050,"1 slice, any size",85.0
55300050,"Quantity not specified",85.0
55300060,"1 bite size",10.0
55300060,"1 slice, any size",60.0
55300060,"Quantity not specified",60.0
55301000,"1 slice, any size",65.0
55301000,"Quantity not specified",65.0
55301015,"1 slice, any size",65.0
55301015,"Quantity not specified",65.0
55301025,"1 slice, any size",65.0
55301025,"Quantity not specified",65.0
55301031,"1 stick",45.0
55301031,"Quantity not specified",90.0
55301040,"1 stick",25.0
55301040,"1 fast food order",100.0
55301040,"Quantity not specified",100.0
55301048,"1 stick",25.0
55301048,"Quantity not specified",100.0
55400010,"1 crepe, any size",80.0
55400010,"1 surface inch",1.6
55400010,"Quantity not specified",80.0
55401000,"1 crepe, any size",65.0
55401000,"1 surface inch",1.3
55401000,"Quantity not specified",65.0
55501000,"1 pancake",28.0
55501000,"Quantity not specified",28.0
55610300,"1 item, any size",25.0
55610300,"1 cup",75.0
55610300,"Quantity not specified",75.0
55701000,"1 oz",28.35
55701000,"Quantity not specified",28.35
55702000,"1 item",38.0
55702000,"1 surface inch",9.8
55702000,"Quantity not specified",76.0
55702100,"1 small",35.0
55702100,"1 medium",80.0
55702100,"1 large",155.0
55702100,"1 surface inch",1.0
55702100,"Quantity not specified",80.0
55703000,"1 piece",16.0
55703000,"1 cubic inch",20.5
55703000,"Quantity not specified",16.0
55801000,"1 cake (6"" dia)",90.0
55801000,"Quantity not specified",70.0
55801010,"1 cake (6"" dia)",135.0
55801010,"Quantity not specified",70.0
56104000,"1 cup, cooked",140.0
56104000,"1 oz, dry, yields",80.0
56104000,"Quantity not specified",140.0
56112000,"1 cup, cooked",160.0
56112000,"1 oz, dry, yields",75.0
56112000,"Quantity not specified",160.0
56113000,"1 cup, cooked",160.0
56113000,"1 oz, dry, yields",75.0
56113000,"Quantity not specified",160.0
56116000,"1 cup",56.0
56116000,"Quantity not specified",56.0
56116990,"1 cup, cooked",190.0
56116990,"Quantity not specified",190.0
56117090,"1 cup, cooked",175.0
56117090,"1 oz, dry, yields",100.0
56117090,"Quantity not specified",175.0
56130000,"1 cup, cooked",140.0
56130000,"1 oz, dry, yields",80.0
56130000,"Quantity not specified",140.0
56132990,"1 cup, cooked",140.0
56132990,"1 oz, dry, yields",80.0
56132990,"Quantity not specified",140.0
56140100,"1 cup, cooked",140.0
56140100,"1 oz, dry, yields",80.0
56140100,"Quantity not specified",140.0
56200300,"1 cup, cooked",240.0
56200300,"Quantity not specified",240.0
56200410,"1 cup, cooked",170.0
56200410,"1 cup, dry, yields",740.0
56200410,"1 oz, dry, yields",110.0
56200410,"Quantity not specified",170.0
56200510,"1 cup, cooked",170.0
56200510,"1 oz, dry, yields",85.0
56200510,"1 cup, dry, yields",500.0
56200510,"Quantity not specified",170.0
56200990,"1 cup, cooked",240.0
56200990,"1 cup, dry, yields",965.0
56200990,"1 oz, dry, yields",185.0
56200990,"Quantity not specified",240.0
56201050,"1 cup, cooked",240.0
56201050,"1 cup, dry, yields",965.0
56201050,"1 oz, dry, yields",185.0
56201050,"Quantity not specified",240.0
56201051,"1 cup, cooked",240.0
56201051,"1 cup, dry, yields",965.0
56201051,"1 oz, dry, yields",185.0
56201051,"Quantity not specified",240.0
56201052,"1 cup, cooked",240.0
56201052,"1 cup, dry, yields",965.0
56201052,"1 oz, dry, yields",185.0
56201052,"Quantity not specified",240.0
56201090,"1 cup, cooked",240.0
56201090,"1 packet, dry, yields",148.0
56201090,"1 oz, dry, yields",185.0
56201090,"Quantity not specified",240.0
56201091,"1 cup, cooked",240.0
56201091,"1 packet, dry, yields",148.0
56201091,"1 oz, dry, yields",185.0
56201091,"Quantity not specified",240.0
56201092,"1 cup, cooked",240.0
56201092,"1 packet, dry, yields",148.0
56201092,"1 oz, dry, yields",185.0
56201092,"Quantity not specified",240.0
56201210,"1 cup, cooked",240.0
56201210,"1 packet, dry, yields",148.0
56201210,"1 oz, dry, yields",185.0
56201210,"Quantity not specified",240.0
56201220,"1 cup, cooked",240.0
56201220,"1 packet, dry, yields",148.0
56201220,"1 oz, dry, yields",185.0
56201220,"Quantity not specified",240.0
56201230,"1 cup, cooked",240.0
56201230,"1 packet, dry, yields",148.0
56201230,"1 oz, dry, yields",185.0
56201230,"Quantity not specified",240.0
56201515,"1 cup, cooked",240.0
56201515,"1 cup, dry, yields",955.0
56201515,"1 strip or slice",50.0
56201515,"1 oz, dry, yields",190.0
56201515,"Quantity not specified",240.0
56201516,"1 cup, cooked",240.0
56201516,"1 cup, dry, yields",955.0
56201516,"1 strip or slice",50.0
56201516,"1 oz, dry, yields",190.0
56201516,"Quantity not specified",240.0
56201517,"1 cup, cooked",240.0
56201517,"1 cup, dry, yields",955.0
56201517,"1 strip or slice",50.0
56201517,"1 oz, dry, yields",190.0
56201517,"Quantity not specified",240.0
56201600,"1 cup, cooked",240.0
56201600,"Quantity not specified",240.0
56202000,"1 cup, cooked",170.0
56202000,"1 cup, dry, yields",760.0
56202000,"1 oz, dry, yields",110.0
56202000,"Quantity not specified",170.0
56202900,"1 cup, cooked",240.0
56202900,"1 fast food order",240.0
56202900,"Quantity not specified",240.0
56202905,"1 cup, cooked",240.0
56202905,"1 fast food order",240.0
56202905,"Quantity not specified",240.0
56202960,"1 cup, cooked",240.0
56202960,"1 cup, dry, yields",485.0
56202960,"1 oz, dry, yields",170.0
56202960,"Quantity not specified",240.0
56203056,"1 cup, cooked",240.0
56203056,"1 cup, dry, yields",485.0
56203056,"1 oz, dry, yields",170.0
56203056,"Quantity not specified",240.0
56203057,"1 cup, cooked",240.0
56203057,"1 cup, dry, yields",485.0
56203057,"1 oz, dry, yields",170.0
56203057,"Quantity not specified",240.0
56203066,"1 cup, cooked",240.0
56203066,"1 cup, dry, yields",485.0
56203066,"1 oz, dry, yields",170.0
56203066,"Quantity not specified",240.0
56203067,"1 cup, cooked",240.0
56203067,"1 cup, dry, yields",485.0
56203067,"1 oz, dry, yields",170.0
56203067,"Quantity not specified",240.0
56203076,"1 cup, cooked",240.0
56203076,"1 cup, dry, yields",485.0
56203076,"1 oz, dry, yields",170.0
56203076,"Quantity not specified",240.0
56203077,"1 cup, cooked",240.0
56203077,"1 cup, dry, yields",485.0
56203077,"1 oz, dry, yields",170.0
56203077,"Quantity not specified",240.0
56203086,"1 cup, cooked",240.0
56203086,"1 oz, cooked",28.35
56203086,"1 oz, dry, yields",170.0
56203086,"1 packet, dry, yields",148.0
56203086,"1 single serving container",210.0
