"FB_ID","Description","Weight"
11000000,"1 cup",246.0
11000000,"Quantity not specified",0.0
11000000,"1 fl oz",30.8
11100000,"1 cup",244.0
11100000,"1 fl oz",30.5
11100000,"1 individual school container",244.0
11100000,"Guideline amount per fl oz of beverage",2.5
11100000,"Guideline amount per cup of hot cereal",61.0
11100000,"Quantity not specified",244.0
11111000,"1 cup",244.0
11111000,"1 fl oz",30.5
11111000,"1 individual school container",244.0
11111000,"Guideline amount per fl oz of beverage",2.5
11111000,"Guideline amount per cup of hot cereal",61.0
11111000,"Quantity not specified",244.0
11112110,"1 cup",244.0
11112110,"1 fl oz",30.5
11112110,"1 individual school container",244.0
11112110,"Guideline amount per fl oz of beverage",2.5
11112110,"Guideline amount per cup of hot cereal",61.0
11112110,"Quantity not specified",244.0
11112210,"1 cup",244.0
11112210,"1 fl oz",30.5
11112210,"1 individual school container",244.0
11112210,"Guideline amount per fl oz of beverage",2.5
11112210,"Guideline amount per cup of hot cereal",61.0
11112210,"Quantity not specified",244.0
11113000,"1 cup",244.0
11113000,"1 fl oz",30.5
11113000,"1 individual school container",244.0
11113000,"Guideline amount per fl oz of beverage",2.5
11113000,"Guideline amount per cup of hot cereal",61.0
11113000,"Quantity not specified",244.0
11114300,"1 cup",244.0
11114300,"1 fl oz",30.5
11114300,"Guideline amount per fl oz of beverage",2.5
11114300,"Guideline amount per cup of hot cereal",61.0
11114300,"Quantity not specified",244.0
11114320,"1 cup",244.0
11114320,"1 fl oz",30.5
11114320,"Guideline amount per fl oz of beverage",2.5
11114320,"Guideline amount per cup of hot cereal",61.0
11114320,"Quantity not specified",244.0
11114330,"1 cup",244.0
11114330,"1 fl oz",30.5
11114330,"Guideline amount per fl oz of beverage",2.5
11114330,"Guideline amount per cup of hot cereal",61.0
11114330,"Quantity not specified",244.0
11114350,"1 cup",244.0
11114350,"1 fl oz",30.5
11114350,"Guideline amount per fl oz of beverage",2.5
11114350,"Guideline amount per cup of hot cereal",61.0
11114350,"Quantity not specified",244.0
11115300,"1 cup",244.0
11115300,"1 fl oz",30.5
11115300,"Quantity not specified",244.0
11115400,"1 cup",244.0
11115400,"1 fl oz",30.5
11115400,"Quantity not specified",244.0
11116000,"1 cup",244.0
11116000,"1 fl oz",30.5
11116000,"Guideline amount per fl oz of beverage",2.5
11116000,"Guideline amount per cup of hot cereal",61.0
11116000,"Quantity not specified",244.0
11120000,"1 cup",244.0
11120000,"1 fl oz",30.5
11120000,"Guideline amount per fl oz of beverage",2.5
11120000,"Guideline amount per cup of hot cereal",61.0
11120000,"Quantity not specified",244.0
11121100,"1 cup",244.0
11121100,"1 fl oz",30.5
11121100,"Guideline amount per fl oz of beverage",2.5
11121100,"Guideline amount per cup of hot cereal",61.0
11121100,"Quantity not specified",244.0
11210050,"1 cup",252.0
11210050,"1 fl oz",31.5
11210050,"Guideline amount per fl oz of beverage",2.6
11210050,"Guideline amount per cup of hot cereal",63.0
11210050,"Quantity not specified",16.0
11211050,"1 cup",252.0
11211050,"1 fl oz",31.5
11211050,"Guideline amount per fl oz of beverage",2.6
11211050,"Guideline amount per cup of hot cereal",63.0
11211050,"Quantity not specified",16.0
11211400,"1 cup",252.0
11211400,"1 fl oz",31.5
11211400,"Guideline amount per cup of hot cereal",63.0
11211400,"Quantity not specified",16.0
11212050,"1 cup",252.0
11212050,"1 fl oz",31.5
11212050,"Guideline amount per fl oz of beverage",2.6
11212050,"Guideline amount per cup of hot cereal",63.0
11212050,"Quantity not specified",16.0
11220000,"1 cup",304.0
11220000,"1 fl oz",38.0
11220000,"Quantity not specified",19.0
11300100,"1 cup",244.0
11300100,"1 fl oz",30.5
11300100,"Guideline amount per fl oz of beverage",2.5
11300100,"Guideline amount per cup of hot cereal",61.0
11300100,"Quantity not specified",244.0
11320000,"1 cup",244.0
11320000,"1 fl oz",30.5
11320000,"Guideline amount per fl oz of beverage",2.5
11320000,"Guideline amount per cup of hot cereal",61.0
11320000,"Quantity not specified",244.0
11320100,"1 cup",244.0
11320100,"1 fl oz",30.5
11320100,"Guideline amount per fl oz of beverage",2.5
11320100,"Guideline amount per cup of hot cereal",61.0
11320100,"Quantity not specified",244.0
11321000,"1 cup",244.0
11321000,"1 fl oz",30.5
11321000,"Quantity not specified",244.0
11350000,"1 cup",244.0
11350000,"1 fl oz",30.5
11350000,"Guideline amount per fl oz of beverage",2.5
11350000,"Guideline amount per cup of hot cereal",61.0
11350000,"Quantity not specified",244.0
11350010,"1 cup",244.0
11350010,"1 fl oz",30.5
11350010,"Quantity not specified",244.0
11350020,"1 cup",244.0
11350020,"1 fl oz",30.5
11350020,"Guideline amount per fl oz of beverage",2.5
11350020,"Guideline amount per cup of hot cereal",61.0
11350020,"Quantity not specified",244.0
11350040,"1 cup",244.0
11350040,"1 fl oz",30.5
11350040,"Guideline amount per fl oz of beverage",2.5
11350040,"Guideline amount per cup of hot cereal",61.0
11350040,"Quantity not specified",244.0
11360000,"1 cup",244.0
11360000,"1 fl oz",30.5
11360000,"Guideline amount per fl oz of beverage",2.5
11360000,"Guideline amount per cup of hot cereal",61.0
11360000,"Quantity not specified",244.0
11360200,"1 cup",244.0
11360200,"1 fl oz",30.5
11360200,"Guideline amount per fl oz of beverage",2.5
11360200,"Guideline amount per cup of hot cereal",61.0
11360200,"Quantity not specified",244.0
11370000,"1 cup",244.0
11370000,"1 fl oz",30.5
11370000,"Guideline amount per fl oz of beverage",2.5
11370000,"Guideline amount per cup of hot cereal",61.0
11370000,"Quantity not specified",244.0
11400000,"1 4 oz container",113.0
11400000,"1 6 oz container",170.0
11400000,"1 container, NFS",170.0
11400000,"1 cup",245.0
11400000,"Quantity not specified",170.0
11400010,"1 5.3 oz container",150.0
11400010,"1 6 oz container",170.0
11400010,"1 container, NFS",150.0
11400010,"1 cup",245.0
11400010,"Quantity not specified",150.0
11410000,"1 4 oz container",113.0
11410000,"1 6 oz container",170.0
11410000,"1 container, NFS",170.0
11410000,"1 cup",245.0
11410000,"Quantity not specified",170.0
11411010,"1 4 oz container",113.0
11411010,"1 6 oz container",170.0
11411010,"1 container, NFS",170.0
11411010,"1 cup",245.0
11411010,"Quantity not specified",170.0
11411100,"1 4 oz container",113.0
11411100,"1 6 oz container",170.0
11411100,"1 container, NFS",170.0
11411100,"1 cup",245.0
11411100,"Quantity not specified",170.0
11411200,"1 4 oz container",113.0
11411200,"1 6 oz container",170.0
11411200,"1 container, NFS",170.0
11411200,"1 cup",245.0
11411200,"Quantity not specified",170.0
11411300,"1 4 oz container",113.0
11411300,"1 6 oz container",170.0
11411300,"1 container, NFS",170.0
11411300,"1 cup",245.0
11411300,"Quantity not specified",170.0
11411390,"1 5.3 oz container",150.0
11411390,"1 6 oz container",170.0
11411390,"1 container, NFS",150.0
11411390,"1 cup",245.0
11411390,"Quantity not specified",150.0
11411400,"1 5.3 oz container",150.0
11411400,"1 6 oz container",170.0
11411400,"1 container, NFS",150.0
11411400,"1 cup",245.0
11411400,"Quantity not specified",150.0
11411410,"1 5.3 oz container",150.0
11411410,"1 6 oz container",170.0
11411410,"1 container, NFS",150.0
11411410,"1 cup",245.0
11411410,"Quantity not specified",150.0
11411420,"1 5.3 oz container",150.0
11411420,"1 6 oz container",170.0
11411420,"1 container, NFS",150.0
11411420,"1 cup",245.0
11411420,"Quantity not specified",150.0
11430000,"1 4 oz container",113.0
11430000,"1 6 oz container",170.0
11430000,"1 container, NFS",170.0
11430000,"1 cup",245.0
11430000,"Quantity not specified",170.0
11431000,"1 4 oz container",113.0
11431000,"1 6 oz container",170.0
11431000,"1 container, NFS",170.0
11431000,"1 cup",245.0
11431000,"Quantity not specified",170.0
11432000,"1 4 oz container",113.0
11432000,"1 6 oz container",170.0
11432000,"1 container, NFS",170.0
11432000,"1 cup",245.0
11432000,"Quantity not specified",170.0
11433000,"1 4 oz container",113.0
11433000,"1 6 oz container",170.0
11433000,"1 container, NFS",170.0
11433000,"1 cup",245.0
11433000,"Quantity not specified",170.0
11433990,"1 5.3 oz container",150.0
11433990,"1 6 oz container",170.0
11433990,"1 container, NFS",150.0
11433990,"1 cup",245.0
11433990,"Quantity not specified",150.0
11434000,"1 5.3 oz container",150.0
11434000,"1 6 oz container",170.0
11434000,"1 container, NFS",150.0
11434000,"1 cup",245.0
11434000,"Quantity not specified",150.0
11434010,"1 5.3 oz container",150.0
11434010,"1 6 oz container",170.0
11434010,"1 container, NFS",150.0
11434010,"1 cup",245.0
11434010,"Quantity not specified",150.0
11434020,"1 5.3 oz container",150.0
11434020,"1 6 oz container",170.0
11434020,"1 container, NFS",150.0
11434020,"1 cup",245.0
11434020,"Quantity not specified",150.0
11434090,"1 4 oz container",113.0
11434090,"1 6 oz container",170.0
11434090,"1 container, NFS",170.0
11434090,"1 cup",245.0
11434090,"Quantity not specified",170.0
11434100,"1 4 oz container",113.0
11434100,"1 6 oz container",170.0
11434100,"1 container, NFS",170.0
11434100,"1 cup",245.0
11434100,"Quantity not specified",170.0
11434200,"1 4 oz container",113.0
11434200,"1 6 oz container",170.0
11434200,"1 container, NFS",170.0
11434200,"1 cup",245.0
11434200,"Quantity not specified",170.0
11434300,"1 4 oz container",113.0
11434300,"1 6 oz container",170.0
11434300,"1 container, NFS",170.0
11434300,"1 cup",245.0
11434300,"Quantity not specified",170.0
11435000,"1 5.3 oz container",150.0
11435000,"1 6 oz container",170.0
11435000,"1 container, NFS",150.0
11435000,"1 cup",245.0
11435000,"Quantity not specified",150.0
11435010,"1 5.3 oz container",150.0
11435010,"1 6 oz container",170.0
11435010,"1 container, NFS",150.0
11435010,"1 cup",245.0
11435010,"Quantity not specified",150.0
11435020,"1 5.3 oz container",150.0
11435020,"1 6 oz container",170.0
11435020,"1 container, NFS",150.0
11435020,"1 cup",245.0
11435020,"Quantity not specified",150.0
11435030,"1 5.3 oz container",150.0
11435030,"1 6 oz container",170.0
11435030,"1 container, NFS",150.0
11435030,"1 cup",245.0
11435030,"Quantity not specified",150.0
11435100,"1 5.3 oz container",150.0
11435100,"1 container, NFS",150.0
11435100,"1 cup",245.0
11435100,"Quantity not specified",150.0
11436000,"1 bottle",150.0
11436000,"1 cup",245.0
11436000,"Quantity not specified",150.0
11436100,"1 tube",75.0
11436100,"Quantity not specified",75.0
11440010,"1 tablespoon",15.0
11440010,"1 individual container",70.0
11440010,"Quantity not specified",60.0
11440030,"1 tablespoon",15.0
11440030,"1 individual container",70.0
11440030,"Quantity not specified",60.0
11440040,"1 tablespoon",15.0
11440040,"1 individual container",70.0
11440040,"Quantity not specified",60.0
11440050,"1 tablespoon",15.0
11440050,"1 individual container",70.0
11440050,"Quantity not specified",60.0
11440060,"1 tablespoon",15.0
11440060,"1 individual container",70.0
11440060,"Quantity not specified",60.0
11440070,"1 tablespoon",15.0
11440070,"1 individual container",70.0
11440070,"Quantity not specified",60.0
11446000,"1 McDonald's parfait",150.0
11446000,"Quantity not specified",150.0
11459990,"1 cup",175.0
11459990,"1 scoop",160.0
11459990,"1 small ice cream cup",160.0
11459990,"1 medium ice cream cup",320.0
11459990,"1 large ice cream cup",480.0
11459990,"Quantity not specified",175.0
11460000,"1 cup",175.0
11460000,"1 scoop",160.0
11460000,"1 small ice cream cup",160.0
11460000,"1 medium ice cream cup",320.0
11460000,"1 large ice cream cup",480.0
11460000,"Quantity not specified",175.0
11460100,"1 cup",175.0
11460100,"1 scoop",160.0
11460100,"1 small ice cream cup",160.0
11460100,"1 medium ice cream cup",320.0
11460100,"1 large ice cream cup",480.0
11460100,"Quantity not specified",175.0
11460500,"1 cup",175.0
11460500,"Quantity not specified",175.0
11460510,"1 cup",175.0
11460510,"Quantity not specified",175.0
11461200,"1 sandwich",75.0
11461200,"Quantity not specified",75.0
11461210,"1 bar",65.0
11461210,"Quantity not specified",65.0
11461220,"1 bar",65.0
11461220,"Quantity not specified",65.0
11461250,"1 cone",125.0
11461250,"Quantity not specified",125.0
11461260,"1 cone",125.0
11461260,"Quantity not specified",125.0
11461300,"1 cone",255.0
11461300,"Quantity not specified",255.0
11461320,"1 cone",255.0
11461320,"Quantity not specified",255.0
11480000,"1 tablespoon",15.0
11480000,"1 jar",110.0
11480000,"1 tub",110.0
11480000,"1 pouch",110.0
11480000,"Quantity not specified",110.0
11480010,"1 tablespoon",15.0
11480010,"1 container",110.0
11480010,"1 pouch",110.0
11480010,"Quantity not specified",110.0
11480100,"1 tablespoon",15.0
11480100,"1 container",110.0
11480100,"1 pouch",110.0
11480100,"Quantity not specified",110.0
11511000,"1 cup",248.0
11511000,"1 fl oz",31.0
11511000,"1 individual school container",248.0
11511000,"Quantity not specified",248.0
11511100,"1 cup",248.0
11511100,"1 fl oz",31.0
11511100,"1 individual school container",248.0
11511100,"Quantity not specified",248.0
11511200,"1 cup",248.0
11511200,"1 fl oz",31.0
11511200,"1 individual school container",248.0
11511200,"Quantity not specified",248.0
11511300,"1 cup",248.0
11511300,"1 fl oz",31.0
11511300,"1 individual school container",248.0
11511300,"Quantity not specified",248.0
11511400,"1 fl oz",31.0
11511400,"1 cup",248.0
11511400,"1 individual school container",248.0
11511400,"Quantity not specified",248.0
11511550,"1 cup",248.0
11511550,"1 fl oz",31.0
11511550,"1 individual school container",248.0
11511550,"Quantity not specified",248.0
11512005,"1 cup",248.0
11512005,"1 fl oz",31.0
11512005,"Quantity not specified",248.0
11512010,"1 cup",248.0
11512010,"1 fl oz",31.0
11512010,"Quantity not specified",248.0
11512020,"1 cup",248.0
11512020,"1 fl oz",31.0
11512020,"Quantity not specified",248.0
11512030,"1 cup",248.0
11512030,"1 fl oz",31.0
11512030,"Quantity not specified",248.0
11512100,"1 cup",248.0
11512100,"1 fl oz",31.0
11512100,"Quantity not specified",248.0
11513380,"1 cup",248.0
11513380,"1 fl oz",31.0
11513380,"Quantity not specified",248.0
11513385,"1 cup",248.0
11513385,"1 fl oz",31.0
11513385,"Quantity not specified",248.0
11513801,"1 cup",248.0
11513801,"1 fl oz",31.0
11513801,"Quantity not specified",248.0
11513802,"1 cup",248.0
11513802,"1 fl oz",31.0
11513802,"Quantity not specified",248.0
11513803,"1 cup",248.0
11513803,"1 fl oz",31.0
11513803,"Quantity not specified",248.0
11513804,"1 cup",248.0
11513804,"1 fl oz",31.0
11513804,"Quantity not specified",248.0
11514100,"1 cup",248.0
11514100,"1 fl oz",31.0
11514100,"1 packet, reconstituted",248.0
11514100,"Quantity not specified",248.0
11514110,"1 cup",248.0
11514110,"1 fl oz",31.0
11514110,"1 packet, reconstituted",248.0
11514110,"Quantity not specified",248.0
11514130,"1 cup",248.0
11514130,"1 fl oz",31.0
11514130,"1 packet, reconstituted",248.0
11514130,"Quantity not specified",248.0
11514150,"1 cup",248.0
11514150,"1 fl oz",31.0
11514150,"1 packet, reconstituted",248.0
11514150,"Quantity not specified",248.0
11514160,"1 cup",248.0
11514160,"1 fl oz",31.0
11514160,"1 packet, reconstituted",248.0
11514160,"Quantity not specified",248.0
11514310,"1 cup",248.0
11514310,"1 fl oz",31.0
11514310,"1 packet, reconstituted",248.0
11514310,"Quantity not specified",248.0
11514320,"1 cup",248.0
11514320,"1 fl oz",31.0
11514320,"1 packet, reconstituted",248.0
11514320,"Quantity not specified",248.0
11514325,"1 cup",248.0
11514325,"1 fl oz",31.0
11514325,"Quantity not specified",248.0
11514330,"1 cup",248.0
11514330,"1 fl oz",31.0
11514330,"1 packet, reconstituted",248.0
11514330,"Quantity not specified",248.0
11514340,"1 cup",248.0
11514340,"1 fl oz",31.0
11514340,"1 packet, reconstituted",248.0
11514340,"Quantity not specified",248.0
11514350,"1 cup",248.0
11514350,"1 fl oz",31.0
11514350,"1 packet, reconstituted",248.0
11514350,"Quantity not specified",248.0
11514360,"1 cup",248.0
11514360,"1 fl oz",31.0
11514360,"1 packet, reconstituted",248.0
11514360,"Quantity not specified",248.0
11519040,"1 fl oz",31.0
11519040,"1 cup",248.0
11519040,"1 individual school container",248.0
11519040,"Quantity not specified",248.0
11519050,"1 cup",248.0
11519050,"1 fl oz",31.0
11519050,"1 individual school container",248.0
11519050,"Quantity not specified",248.0
11519105,"1 cup",248.0
11519105,"1 fl oz",31.0
11519105,"1 individual school container",248.0
11519105,"Quantity not specified",248.0
11519200,"1 cup",248.0
11519200,"1 fl oz",31.0
11519200,"1 individual school container",248.0
11519200,"Quantity not specified",248.0
11519205,"1 fl oz",31.0
11519205,"1 cup",248.0
11519205,"1 individual school container",248.0
11519205,"Quantity not specified",248.0
11519210,"1 cup",248.0
11519210,"1 fl oz",31.0
11519210,"1 individual school container",248.0
11519210,"Quantity not specified",248.0
11526000,"1 cup",256.0
11526000,"1 fl oz",32.0
11526000,"Quantity not specified",256.0
11531000,"1 cup",256.0
11531000,"1 fl oz",32.0
11531000,"Quantity not specified",256.0
11541110,"1 fl oz",28.0
11541110,"1 milkshake (10 fl oz)",280.0
11541110,"1 cup",224.0
11541110,"Quantity not specified",280.0
11541120,"1 fl oz",28.0
11541120,"1 milkshake (10 fl oz)",280.0
11541120,"1 cup",224.0
11541120,"Quantity not specified",280.0
11541130,"1 fl oz",28.0
11541130,"1 cup",224.0
11541130,"Quantity not specified",280.0
11541135,"1 fl oz",28.0
11541135,"1 cup",224.0
11541135,"Quantity not specified",280.0
11541400,"1 fl oz",28.0
11541400,"1 milkshake (10 fl oz)",280.0
11541400,"Quantity not specified",280.0
11542100,"1 small",405.0
11542100,"1 medium",526.0
11542100,"1 large",690.0
11542100,"1 fl oz",28.0
11542100,"1 cup",224.0
11542100,"Quantity not specified",405.0
11542200,"1 small",405.0
11542200,"1 medium",526.0
11542200,"1 large",690.0
11542200,"1 fl oz",28.0
11542200,"1 cup",224.0
11542200,"Quantity not specified",405.0
11543000,"1 fl oz",31.0
11543000,"1 cup",248.0
11543000,"1 bottle (12 fl oz)",372.0
11543000,"Quantity not specified",372.0
11543010,"1 fl oz",31.0
11543010,"1 cup",248.0
11543010,"1 bottle (12 fl oz)",372.0
11543010,"Quantity not specified",372.0
11551050,"1 fl oz",27.0
11551050,"1 cup",216.0
11551050,"Quantity not specified",324.0
11553100,"1 fl oz",27.0
11553100,"1 cup",216.0
11553100,"Quantity not specified",324.0
11553100,"1 small",540.0
11553100,"1 medium",864.0
11553100,"1 large",1080.0
11553110,"1 fl oz",27.0
11553110,"1 cup",216.0
11553110,"1 small",540.0
11553110,"1 medium",864.0
11553110,"1 large",1080.0
11553110,"Quantity not specified",324.0
11553120,"1 fl oz",27.0
11553120,"1 cup",216.0
11553120,"1 small",540.0
11553120,"1 medium",864.0
11553120,"1 large",1080.0
11553120,"Quantity not specified",324.0
11553130,"1 fl oz",27.0
11553130,"1 cup",216.0
11553130,"1 small",540.0
11553130,"1 medium",864.0
11553130,"1 large",1080.0
11553130,"Quantity not specified",324.0
11560000,"1 cup",248.0
11560000,"1 fl oz",31.0
11560000,"Quantity not specified",248.0
11710000,"1 fl oz",30.5
11710030,"1 fl oz",30.5
11710051,"1 fl oz",30.5
11710056,"1 fl oz",30.5
11710351,"1 fl oz",30.5
11710357,"1 fl oz",30.5
11710358,"1 fl oz",30.5
11710359,"1 fl oz",30.5
11710371,"1 fl oz",30.5
11710377,"1 fl oz",30.5
11710378,"1 fl oz",30.5
11710379,"1 fl oz",30.5
11710381,"1 fl oz",30.5
11710383,"1 fl oz",30.5
11710481,"1 fl oz",30.5
11710605,"1 fl oz",30.5
11710631,"1 fl oz",30.5
11710637,"1 fl oz",30.5
11710638,"1 fl oz",30.5
11710639,"1 fl oz",30.5
11710661,"1 fl oz",30.5
11710669,"1 fl oz",30.5
11710671,"1 fl oz",30.5
11710677,"1 fl oz",30.5
11710678,"1 fl oz",30.5
11710679,"1 fl oz",30.5
11710689,"1 fl oz",30.5
11710801,"1 fl oz",31.0
11710801,"1 bottle (8 fl oz)",248.0
11710807,"1 fl oz",30.5
11710810,"1 fl oz",30.5
11710815,"1 fl oz",31.0
11710815,"1 bottle (8 fl oz)",248.0
11710905,"1 fl oz",30.5
11710911,"1 fl oz",30.5
11710917,"1 fl oz",30.5
11710918,"1 fl oz",30.5
11710919,"1 fl oz",30.5
11710921,"1 fl oz",30.5
11710930,"1 fl oz",30.5
11710935,"1 fl oz",30.5
11710945,"1 fl oz",30.5
11710954,"1 fl oz",30.5
11710955,"1 fl oz",30.5
11710967,"1 fl oz",30.5
11710968,"1 fl oz",30.5
11710969,"1 fl oz",30.5
11710970,"1 fl oz",30.5
11710980,"1 fl oz",30.5
11720311,"1 fl oz",30.5
11720317,"1 fl oz",30.5
11720318,"1 fl oz",30.5
11720319,"1 fl oz",30.5
11720411,"1 fl oz",30.5
11720417,"1 fl oz",30.5
11720418,"1 fl oz",30.5
11720419,"1 fl oz",30.5
11720430,"1 fl oz",30.5
11720611,"1 fl oz",30.5
11720617,"1 fl oz",30.5
11720618,"1 fl oz",30.5
11720619,"1 fl oz",30.5
11720809,"1 fl oz",30.5
11740311,"1 fl oz",30.5
11740313,"1 fl oz",30.5
11740401,"1 fl oz",30.5
11740403,"1 fl oz",30.5
11740405,"1 fl oz",30.5
11740560,"1 fl oz",30.5
11810000,"1 cup",128.0
11810000,"Quantity not specified",43.0
11825000,"1 tablespoon",7.5
11825000,"Quantity not specified",8.0
11830150,"1 tablespoon",5.0
11830150,"Quantity not specified",5.0
11830150,"Guideline amount per fl oz of beverage",0.6
11830160,"1 tablespoon",10.0
11830160,"Quantity not specified",20.0
11830160,"Guideline amount per fl oz of beverage",2.5
11830165,"1 tablespoon",10.0
11830165,"Quantity not specified",20.0
11830165,"Guideline amount per fl oz of beverage",2.5
11830260,"1 tablespoon",5.5
11830260,"Quantity not specified",11.0
11830260,"Guideline amount per fl oz of beverage",1.4
11830400,"1 tablespoon",10.0
11830400,"Quantity not specified",20.0
11830400,"Guideline amount per fl oz of beverage",2.5
12100100,"1 cup",240.0
12100100,"1 fl oz",30.0
12100100,"1 individual container",11.0
12100100,"Guideline amount per fl oz of beverage",2.5
12100100,"Quantity not specified",20.0
12110100,"1 cup",240.0
12110100,"1 fl oz",30.0
12110100,"1 individual container",11.0
12110100,"Guideline amount per fl oz of beverage",2.5
12110100,"Quantity not specified",20.0
12120100,"1 cup",240.0
12120100,"1 fl oz",30.0
12120100,"1 individual container (.5 fl oz)",15.0
12120100,"Guideline amount per fl oz of beverage",2.5
12120100,"Quantity not specified",20.0
12120106,"1 cup",240.0
12120106,"1 fl oz",30.0
12120106,"1 individual container (.5 fl oz)",15.0
12120106,"Guideline amount per fl oz of beverage",2.5
12120106,"Quantity not specified",30.0
12120110,"1 cup",240.0
12120110,"1 fl oz",30.0
12120110,"Guideline amount per fl oz of beverage",2.5
12120110,"Quantity not specified",30.0
12130100,"1 cup",240.0
12130100,"1 fl oz",30.0
12130100,"Guideline amount per fl oz of beverage",2.5
12130100,"Quantity not specified",20.0
12140000,"1 cup",40.0
12140000,"Quantity not specified",20.0
12200100,"1 cup",240.0
12200100,"1 fl oz",30.0
12200100,"Guideline amount per fl oz of beverage",2.5
12200100,"Quantity not specified",20.0
12210200,"1 cup",240.0
12210200,"1 fl oz",30.0
12210200,"1 individual container",15.0
12210200,"Guideline amount per fl oz of beverage",2.5
12210200,"Quantity not specified",20.0
12210210,"1 cup",240.0
12210210,"1 fl oz",30.0
12210210,"1 individual container",15.0
12210210,"Guideline amount per fl oz of beverage",2.5
12210210,"Quantity not specified",20.0
12210260,"1 cup",240.0
12210260,"1 fl oz",30.0
12210260,"1 individual container",5.0
12210260,"Guideline amount per fl oz of beverage",2.5
12210260,"Quantity not specified",20.0
12210270,"1 cup",240.0
12210270,"1 fl oz",30.0
12210270,"1 individual container",5.0
12210270,"Guideline amount per fl oz of beverage",2.5
12210270,"Quantity not specified",20.0
12210280,"1 cup",240.0
12210280,"1 fl oz",30.0
12210280,"1 individual container",15.0
12210280,"Guideline amount per fl oz of beverage",2.5
12210280,"Quantity not specified",15.0
12210310,"1 cup",240.0
12210310,"1 fl oz",30.0
12210310,"1 individual container",15.0
12210310,"Guideline amount per fl oz of beverage",2.5
12210310,"Quantity not specified",20.0
12210400,"1 cup",94.0
12210400,"1 packet",3.0
12210400,"Quantity not specified",4.0
12210400,"Guideline amount per fl oz of beverage",0.5
12210420,"1 cup",94.0
12210420,"1 packet",3.0
12210420,"Guideline amount per fl oz of beverage",0.5
12210420,"Quantity not specified",4.0
12210430,"1 cup",94.0
12210430,"1 packet",3.0
12210430,"Guideline amount per fl oz of beverage",0.5
12210430,"Quantity not specified",4.0
12210505,"1 cup",94.0
12210505,"1 packet",3.0
12210505,"Guideline amount per fl oz of beverage",0.5
12210505,"Quantity not specified",4.0
12210520,"1 cup",240.0
12210520,"1 fl oz",30.0
12210520,"Guideline amount per fl oz of beverage",2.5
12210520,"Quantity not specified",30.0
12220200,"1 cup",75.0
12220200,"Quantity not specified",19.0
12220270,"1 cup",75.0
12220270,"Quantity not specified",19.0
12220280,"1 cup",75.0
12220280,"Quantity not specified",19.0
12310100,"1 tablespoon",15.0
12310100,"1 cup",240.0
12310100,"1 individual container",30.0
12310100,"Quantity not specified",30.0
12310350,"1 tablespoon",15.0
12310350,"1 cup",240.0
12310350,"Quantity not specified",30.0
12310370,"1 tablespoon",15.0
12310370,"1 cup",240.0
12310370,"Quantity not specified",30.0
12320100,"1 tablespoon",15.0
12320100,"1 cup",240.0
12320100,"Quantity not specified",30.0
12350010,"1 tablespoon",15.0
12350010,"1 individual container",70.0
12350010,"Quantity not specified",60.0
12350200,"1 tablespoon",15.0
12350200,"1 individual container",70.0
12350200,"Quantity not specified",60.0
12350205,"1 tablespoon",15.0
12350205,"1 individual container",70.0
12350205,"Quantity not specified",60.0
12350220,"1 tablespoon",15.0
12350220,"1 individual container",70.0
12350220,"Quantity not specified",60.0
12350225,"1 tablespoon",15.0
12350225,"1 individual container",70.0
12350225,"Quantity not specified",60.0
12350230,"1 tablespoon",15.0
12350230,"1 individual container",70.0
12350230,"Quantity not specified",60.0
12350235,"1 tablespoon",15.0
12350235,"1 individual container",70.0
12350235,"Quantity not specified",60.0
12350240,"1 tablespoon",15.0
12350240,"1 individual container",70.0
12350240,"Quantity not specified",60.0
12350245,"1 tablespoon",15.0
12350245,"1 individual container",70.0
12350245,"Quantity not specified",60.0
12350250,"1 tablespoon",15.0
12350250,"1 individual container",70.0
12350250,"Quantity not specified",60.0
12350255,"1 tablespoon",15.0
12350255,"1 individual container",70.0
12350255,"Quantity not specified",60.0
13110000,"1 cup",135.0
13110000,"1 scoop",120.0
13110000,"1 small ice cream cup",120.0
13110000,"1 medium ice cream cup",240.0
13110000,"1 large ice cream cup",360.0
13110000,"1 slice",66.0
13110000,"1 cubic inch",9.2
13110000,"1 individual container",75.0
13110000,"Quantity not specified",135.0
13110100,"1 cup",135.0
13110100,"1 scoop",120.0
13110100,"1 small ice cream cup",120.0
13110100,"1 medium ice cream cup",240.0
13110100,"1 large ice cream cup",360.0
13110100,"1 cubic inch",9.2
13110100,"1 individual container",75.0
13110100,"Quantity not specified",135.0
13110102,"1 cup",140.0
13110102,"1 scoop",125.0
13110102,"1 small ice cream cup",125.0
13110102,"1 medium ice cream cup",250.0
13110102,"1 large ice cream cup",375.0
13110102,"1 individual container",75.0
13110102,"Quantity not specified",140.0
13110110,"1 cup",135.0
13110110,"1 scoop",120.0
13110110,"1 small ice cream cup",120.0
13110110,"1 medium ice cream cup",240.0
13110110,"1 large ice cream cup",360.0
13110110,"1 cubic inch",9.2
13110110,"1 individual container",75.0
13110110,"Quantity not specified",135.0
13110112,"1 cup",140.0
13110112,"1 scoop",125.0
13110112,"1 small ice cream cup",125.0
13110112,"1 medium ice cream cup",250.0
13110112,"1 large ice cream cup",375.0
13110112,"1 individual container",75.0
13110112,"Quantity not specified",140.0
13110200,"1 cup",175.0
13110200,"Quantity not specified",175.0
13110210,"1 cup",175.0
