"Ingredient_ID","Nutrient_ID","Value"
1015,60,0.0
1015,29,0.0
1015,41,0.0
1015,40,0.0
1015,59,0.0
1015,53,0.02
1015,48,0.234
1015,43,0.09
1015,58,0.057
1015,37,10.0
1015,56,0.42
1015,27,16.3
1015,63,0.0
1015,38,0.0
1015,36,10.0
1015,35,10.0
1015,62,0.0
1015,57,0.0
1015,26,12.0
1015,33,1.26
1015,17,0.04
1015,18,0.035
1015,19,0.026
1015,1,0.061
1015,2,0.062
1015,3,0.201
1015,4,0.568
1015,6,0.228
1015,7,0.47
1015,8,0.071
1015,9,0.007
1015,12,0.003
1015,16,0.0
1015,5,0.029
1015,10,0.0
1015,11,0.003
1015,13,0.001
1015,14,0.0
1015,15,0.001
1015,31,0.469
1015,32,0.072
1016,46,12.39
1016,54,1.02
1016,23,2.72
1016,30,72.0
1016,20,0.0
1016,64,82.48
1016,21,0.0
1016,52,0.0
1016,51,2.72
1016,34,0.0
1016,22,61.0
1016,39,0.14
1016,42,5.0
1016,44,134.0
1016,45,86.0
1016,50,406.0
1016,65,0.38
1016,28,0.028
1016,49,9.0
1016,47,11.0
1016,55,11.0
1016,25,3.0
1016,24,0.0
1016,61,0.01
1016,60,0.0
1016,29,0.0
1016,41,0.0
1016,40,0.0
1016,59,0.0
1016,53,0.021
1016,48,0.165
1016,43,0.128
1016,58,0.068
1016,37,12.0
1016,56,0.63
1016,27,17.5
1016,63,0.1
1016,38,0.0
1016,36,12.0
1016,35,12.0
1016,62,0.0
1016,57,0.0
1016,26,4.0
1016,33,0.645
1016,17,0.033
1016,18,0.007
1016,19,0.008
1016,1,0.019
1016,2,0.016
1016,3,0.107
1016,4,0.308
1016,6,0.116
1016,7,0.239
1016,8,0.022
1016,9,0.009
1016,12,0.0
1016,16,0.0
1016,5,0.036
1016,10,0.0
1016,11,0.0
1016,13,0.0
1016,14,0.0
1016,15,0.0
1016,31,0.291
1016,32,0.031
1017,46,5.79
1017,54,33.49
1017,23,4.56
1017,30,343.0
1017,20,0.0
1017,64,54.72
1017,21,0.0
1017,52,0.0
1017,51,3.76
1017,34,0.0
1017,22,97.0
1017,39,0.0
1017,42,9.0
1017,44,108.0
1017,45,125.0
1017,50,368.0
1017,65,0.59
1017,28,0.0
1017,49,8.6
1017,47,274.0
1017,55,274.0
1017,25,0.0
1017,24,0.0
1017,61,0.86
1017,60,0.0
1017,29,0.0
1017,41,0.0
1017,40,7.0
1017,59,0.0
1017,53,0.038
1017,48,0.23
1017,43,0.092
1017,58,0.039
1017,37,9.0
1017,56,0.0
1017,27,26.8
1017,63,2.1
1017,38,0.0
1017,36,9.0
1017,35,9.0
1017,62,0.0
1017,57,0.0
1017,26,101.0
1017,33,19.7
1017,17,0.718
1017,18,0.592
1017,19,0.366
1017,1,0.868
1017,2,1.02
1017,3,3.23
1017,4,9.21
1017,6,3.01
1017,7,7.776
1017,8,0.708
1017,9,0.131
1017,12,0.053
1017,16,0.0
1017,5,0.651
1017,10,0.001
1017,11,0.064
1017,13,0.01
1017,14,0.002
1017,15,0.02
1017,31,6.92
1017,32,1.483
1019,46,19.71
1019,54,19.08
1019,23,5.58
1019,30,273.0
1019,20,0.0
1019,64,51.89
1019,21,0.0
1019,52,0.0
1019,51,1.63
1019,34,0.0
1019,22,371.0
1019,39,0.07
1019,42,18.0
1019,44,328.0
1019,45,105.0
1019,50,1034.0
1019,65,2.35
1019,28,0.032
1019,49,15.0
1019,47,147.0
1019,55,147.0
1019,25,0.0
1019,24,0.0
1019,61,0.18
1019,60,0.0
1019,29,0.0
1019,41,0.0
1019,40,0.0
1019,59,0.0
1019,53,0.056
1019,48,0.444
1019,43,0.264
1019,58,0.038
1019,37,32.0
1019,56,1.69
1019,27,15.4
1019,63,1.8
1019,38,0.0
1019,36,32.0
1019,35,32.0
1019,62,0.0
1019,57,0.0
1019,26,58.0
1019,33,11.2
1019,17,0.404
1019,18,0.334
1019,19,0.503
1019,1,0.481
1019,2,0.545
1019,3,1.8
1019,4,5.31
1019,6,1.74
1019,7,3.66
1019,8,0.424
1019,9,0.265
1019,12,0.0
1019,16,0.0
1019,5,0.285
1019,10,0.0
1019,11,0.0
1019,13,0.0
1019,14,0.0
1019,15,0.0
1019,31,4.18
1019,32,0.591
1020,46,25.6
1020,54,31.14
1020,23,1.55
1020,30,389.0
1020,20,0.0
1020,64,37.92
1020,21,0.0
1020,52,0.0
1020,51,1.55
1020,34,0.0
1020,22,550.0
1020,39,0.23
1020,42,14.0
1020,44,346.0
1020,45,64.0
1020,50,800.0
1020,65,3.5
1020,28,0.025
1020,49,14.5
1020,47,258.0
1020,55,261.0
1020,25,32.0
1020,24,0.0
1020,61,0.27
1020,60,0.6
1020,29,0.0
1020,41,0.0
1020,40,0.0
1020,59,0.0
1020,53,0.021
1020,48,0.204
1020,43,0.15
1020,58,0.083
1020,37,6.0
1020,56,1.68
1020,27,15.4
1020,63,2.6
1020,38,0.0
1020,36,6.0
1020,35,6.0
1020,62,0.0
1020,57,0.0
1020,26,116.0
1020,33,19.196
1020,17,0.715
1020,18,0.489
1020,19,0.314
1020,1,0.651
1020,2,0.804
1020,3,2.964
1020,4,8.458
1020,6,2.655
1020,7,7.1
1020,8,0.864
1020,9,0.79
1020,12,0.0
1020,16,0.0
1020,5,0.89
1020,10,0.0
1020,11,0.0
1020,13,0.0
1020,14,0.0
1020,15,0.0
1020,31,8.687
1020,32,1.654
1022,46,24.94
1022,54,27.44
1022,23,2.22
1022,30,356.0
1022,20,0.0
1022,64,41.46
1022,21,0.0
1022,52,0.0
1022,51,2.22
1022,34,0.0
1022,22,700.0
1022,39,0.24
1022,42,29.0
1022,44,546.0
1022,45,121.0
1022,50,819.0
1022,65,3.9
1022,28,0.036
1022,49,14.5
1022,47,164.0
1022,55,165.0
1022,25,10.0
1022,24,0.0
1022,61,0.24
1022,60,0.5
1022,29,0.0
1022,41,0.0
1022,40,0.0
1022,59,0.0
1022,53,0.03
1022,48,0.334
1022,43,0.063
1022,58,0.08
1022,37,21.0
1022,56,1.54
1022,27,15.4
1022,63,2.3
1022,38,0.0
1022,36,21.0
1022,35,21.0
1022,62,0.0
1022,57,0.0
1022,26,114.0
1022,33,17.614
1022,17,0.999
1022,18,0.64
1022,19,0.427
1022,1,0.918
1022,2,1.211
1022,3,3.04
1022,4,6.851
1022,6,2.918
1022,7,6.388
1022,8,0.263
1022,9,0.394
1022,12,0.0
1022,16,0.0
1022,5,0.889
1022,10,0.0
1022,11,0.0
1022,13,0.0
1022,14,0.0
1022,15,0.0
1022,31,7.747
1022,32,0.657
1023,46,29.81
1023,54,32.34
1023,23,0.36
1023,30,413.0
1023,20,0.0
1023,64,33.19
1023,21,0.0
1023,52,0.0
1023,51,0.36
1023,34,0.0
1023,22,1011.0
1023,39,0.17
1023,42,36.0
1023,44,605.0
1023,45,81.0
1023,50,714.0
1023,65,3.9
1023,28,0.032
1023,49,14.5
1023,47,268.0
1023,55,271.0
1023,25,33.0
1023,24,0.0
1023,61,0.28
1023,60,0.6
1023,29,0.0
1023,41,0.0
1023,40,0.0
1023,59,0.0
1023,53,0.06
1023,48,0.279
1023,43,0.106
1023,58,0.081
1023,37,10.0
1023,56,1.6
1023,27,15.4
1023,63,2.7
1023,38,0.0
1023,36,10.0
1023,35,10.0
1023,62,0.0
1023,57,0.0
1023,26,110.0
1023,33,18.913
1023,17,1.049
1023,18,0.621
1023,19,0.355
1023,1,0.751
1023,2,0.911
1023,3,3.369
1023,4,8.753
1023,6,2.324
1023,7,8.582
1023,8,1.3
1023,9,0.433
1023,12,0.0
1023,16,0.0
1023,5,0.724
1023,10,0.0
1023,11,0.0
1023,13,0.0
1023,14,0.0
1023,15,0.0
1023,31,10.043
1023,32,1.733
1024,46,20.05
1024,54,27.25
1024,23,0.49
1024,30,327.0
1024,20,0.0
1024,64,48.42
1024,21,0.0
1024,52,0.0
1024,51,0.49
1024,34,0.0
1024,22,497.0
1024,39,0.13
1024,42,21.0
1024,44,393.0
1024,45,128.0
1024,50,800.0
1024,65,2.1
1024,28,0.021
1024,49,14.5
1024,47,339.0
1024,55,340.0
1024,25,15.0
1024,24,0.0
1024,61,0.23
1024,60,0.5
1024,29,0.0
1024,41,0.0
1024,40,0.0
1024,59,0.0
1024,53,0.08
1024,48,0.503
1024,43,0.158
1024,58,0.086
1024,37,58.0
1024,56,1.04
1024,27,15.4
1024,63,2.3
1024,38,0.0
1024,36,58.0
1024,35,58.0
1024,62,0.0
1024,57,0.0
1024,26,90.0
1024,33,16.746
1024,17,0.803
1024,18,0.489
1024,19,0.275
1024,1,0.481
1024,2,0.87
1024,3,2.787
1024,4,7.401
1024,6,3.054
1024,7,7.179
1024,8,0.339
1024,9,0.156
1024,12,0.0
1024,16,0.0
1024,5,1.013
1024,10,0.0
1024,11,0.0
1024,13,0.0
1024,14,0.0
1024,15,0.0
1024,31,8.606
1024,32,0.495
1029,46,23.7
1029,54,20.4
1029,23,4.44
1029,30,296.0
1029,20,0.0
1029,64,47.7
1029,21,0.0
1029,52,0.0
1029,51,1.81
1029,34,0.0
1029,22,693.0
1029,39,0.2
1029,42,27.0
1029,44,533.0
1029,45,116.0
1029,50,699.0
1029,65,3.62
1029,28,0.035
1029,49,26.7
1029,47,203.0
1029,55,203.0
1029,25,0.0
1029,24,0.0
1029,61,0.51
1029,60,0.4
1029,29,0.0
1029,41,0.0
1029,40,0.0
1029,59,0.0
1029,53,0.023
1029,48,0.36
1029,43,0.101
1029,58,0.09
1029,37,26.0
1029,56,1.65
1029,27,13.5
1029,63,1.3
1029,38,0.0
1029,36,26.0
1029,35,26.0
1029,62,0.0
1029,57,0.0
1029,26,65.0
1029,33,11.7
1029,17,0.396
1029,18,0.334
1029,19,0.209
1029,1,0.509
1029,2,0.583
1029,3,1.89
1029,4,5.39
1029,6,2.01
1029,7,4.61
1029,8,0.731
1029,9,0.078
1029,12,0.032
1029,16,0.0
1029,5,0.326
1029,10,0.0
1029,11,0.038
1029,13,0.006
1029,14,0.0
1029,15,0.012
1029,31,4.65
1029,32,0.744
1030,46,23.41
1030,54,30.04
1030,23,1.12
1030,30,368.0
1030,20,0.0
1030,64,41.77
1030,21,0.0
1030,52,0.0
1030,51,1.12
1030,34,0.0
1030,22,717.0
1030,39,0.41
1030,42,27.0
1030,44,468.0
1030,45,134.0
1030,50,628.0
1030,65,2.81
1030,28,0.031
1030,49,14.5
1030,47,297.0
1030,55,298.0
1030,25,13.0
1030,24,0.0
1030,61,0.26
1030,60,0.6
1030,29,0.0
1030,41,0.0
1030,40,0.0
1030,59,0.0
1030,53,0.013
1030,48,0.32
1030,43,0.103
1030,58,0.056
1030,37,12.0
1030,56,1.47
1030,27,15.4
1030,63,2.5
1030,38,0.0
1030,36,12.0
1030,35,12.0
1030,62,0.0
1030,57,0.0
1030,26,96.0
1030,33,19.113
1030,17,1.042
1030,18,0.243
1030,19,0.275
1030,1,0.586
1030,2,0.367
1030,3,3.072
1030,4,9.218
1030,6,3.569
1030,7,7.338
1030,8,0.431
1030,9,0.23
1030,12,0.0
1030,16,0.0
1030,5,0.973
1030,10,0.0
1030,11,0.0
1030,13,0.0
1030,14,0.0
1030,15,0.0
1030,31,8.711
1030,32,0.661
1032,46,29.6
1032,54,28.0
1032,23,12.4
1032,30,420.0
1032,20,0.0
1032,64,22.8
1032,21,0.0
1032,52,0.0
1032,51,0.07
1032,34,0.0
1032,22,884.0
1032,39,0.45
1032,42,35.0
1032,44,634.0
1032,45,184.0
1032,50,1750.0
1032,65,4.33
1032,28,0.04
1032,49,35.0
1032,47,228.0
1032,55,228.0
1032,25,0.0
1032,24,0.0
1032,61,0.51
1032,60,0.5
1032,29,0.0
1032,41,0.0
1032,40,0.0
1032,59,0.0
1032,53,0.027
1032,48,0.345
1032,43,0.078
1032,58,0.081
1032,37,6.0
1032,56,1.35
1032,27,14.1
1032,63,1.7
1032,38,0.0
1032,36,6.0
1032,35,6.0
1032,62,0.0
1032,57,0.0
1032,26,87.0
1032,33,15.5
1032,17,0.508
1032,18,0.435
1032,19,0.274
1032,1,0.653
1032,2,0.745
1032,3,2.39
1032,4,7.4
1032,6,2.67
1032,7,6.44
1032,8,1.17
1032,9,0.106
1032,12,0.042
1032,16,0.0
1032,5,0.366
1032,10,0.0
1032,11,0.05
1032,13,0.008
1032,14,0.001
1032,15,0.015
1032,31,6.4
1032,32,1.2
1036,46,7.81
1036,54,11.0
1036,23,6.86
1036,30,158.0
1036,20,0.0
1036,64,72.9
1036,21,0.0
1036,52,0.0
1036,51,0.27
1036,34,0.0
1036,22,224.0
1036,39,0.1
1036,42,20.0
1036,44,162.0
1036,45,230.0
1036,50,105.0
1036,65,0.56
1036,28,0.0
1036,49,5.5
1036,47,127.0
1036,55,127.0
1036,25,0.0
1036,24,0.0
1036,61,0.27
1036,60,0.2
1036,29,0.0
1036,41,0.0
1036,40,0.0
1036,59,0.0
1036,53,0.043
1036,48,0.327
1036,43,0.168
1036,58,0.099
1036,37,4.0
1036,56,0.78
1036,27,17.5
1036,63,0.6
1036,38,0.0
1036,36,4.0
1036,35,4.0
1036,62,0.0
1036,57,0.0
1036,26,48.0
1036,33,6.97
1036,17,0.251
1036,18,0.199
1036,19,0.125
1036,1,0.306
1036,2,0.36
1036,3,1.15
1036,4,3.36
1036,6,1.02
1036,7,2.47
1036,8,0.376
1036,9,0.043
1036,12,0.015
1036,16,0.0
1036,5,0.216
1036,10,0.001
1036,11,0.02
1036,13,0.005
1036,14,0.002
1036,15,0.007
1036,31,2.56
1036,32,0.389
1037,46,11.39
1037,54,7.91
1037,23,5.14
1037,30,138.0
1037,20,0.0
1037,64,74.41
1037,21,0.0
1037,52,0.0
1037,51,0.31
1037,34,0.0
1037,22,272.0
1037,39,0.44
1037,42,15.0
1037,44,183.0
1037,45,125.0
1037,50,99.0
1037,65,1.34
1037,28,0.034
1037,49,16.7
1037,47,105.0
1037,55,107.0
1037,25,20.0
1037,24,0.0
1037,61,0.07
1037,60,0.1
1037,29,0.0
1037,41,0.0
1037,40,0.0
1037,59,0.0
1037,53,0.021
1037,48,0.185
1037,43,0.078
1037,58,0.02
1037,37,13.0
1037,56,0.29
1037,27,16.3
1037,63,0.7
1037,38,0.0
1037,36,13.0
1037,35,13.0
1037,62,0.0
1037,57,0.0
1037,26,31.0
1037,33,4.927
1037,17,0.254
1037,18,0.065
1037,19,0.073
1037,1,0.151
1037,2,0.105
1037,3,0.808
1037,4,2.442
1037,6,0.866
